resource_id,satellite_id,mission_id,timestamp,orbit_type,orbit_altitude_km,inclination_deg,current_battery_percent,solar_exposure_hours,eclipse_duration_hours,payload_count,payload_power_kw,communication_duration_minutes,communication_bandwidth_mbps,onboard_memory_used_gb,onboard_memory_total_gb,cpu_utilization_percent,temperature_celsius,mission_duration_hours,previous_power_consumption_kw,previous_battery_percent,remaining_battery_percent,power_consumption_kw,memory_after_mission_gb,health_score,mission_risk,memory_utilization_percent
7851,SAT-0024,MIS-007851,2023-09-02 13:35:00,GEO,35786,55,59,4.39,1.48,0,0.5,17,71,51,512,36,24.8,3.46,0.92,59,61.3,0.92,51,84.5,LOW,9.9609375
7852,SAT-0091,MIS-007852,2022-08-11 15:23:00,SSO,766,98,82,0.13,0.69,1,1.24,101,325,240,512,60,32.7,20.36,3.34,82,52.6,3.34,240,81.0,LOW,46.875
7853,SAT-0016,MIS-007853,2023-06-22 23:08:00,LEO,959,27,55,0.08,2.57,1,1.82,108,344,258,512,79,40.8,21.65,3.55,55,23.6,3.55,258,64.0,MEDIUM,50.390625
7854,SAT-0068,MIS-007854,2022-12-02 06:50:00,LEO,939,7,72,3.65,0.71,0,0.87,85,277,147,512,60,28.4,17.14,2.18,72,56.9,2.18,147,82.7,LOW,28.7109375
7855,SAT-0024,MIS-007855,2022-10-12 01:02:00,MEO,7883,92,88,6.29,2.12,3,4.23,55,186,303,512,80,50.7,11.08,5.03,88,71.6,5.03,303,70.8,MEDIUM,59.1796875
7856,SAT-0048,MIS-007856,2024-07-15 09:14:00,LEO,898,57,75,4.1,3.18,0,0.96,68,224,128,512,45,29.7,13.66,2.42,75,62.6,2.42,128,85.0,LOW,25.0
7857,SAT-0093,MIS-007857,2022-03-18 19:21:00,SSO,851,98,65,3.08,0.74,2,2.67,16,68,171,512,44,29.6,3.22,3.36,65,55.1,3.36,171,82.1,LOW,33.3984375
7858,SAT-0054,MIS-007858,2025-11-19 16:39:00,GEO,35786,52,60,1.96,0.39,3,3.33,32,117,253,512,67,35.3,6.48,3.89,60,43.2,3.89,253,77.3,LOW,49.4140625
7859,SAT-0002,MIS-007859,2025-03-07 12:24:00,LEO,750,63,72,2.91,3.96,3,3.78,69,229,298,512,74,50.8,13.95,5.38,72,45.1,5.38,298,63.1,MEDIUM,58.203125
7860,SAT-0031,MIS-007860,2022-02-11 16:13:00,GEO,35786,25,53,4.84,2.97,1,1.72,88,286,217,512,74,34.6,17.74,3.17,53,35.8,3.17,217,72.3,MEDIUM,42.3828125
7861,SAT-0015,MIS-007861,2024-12-05 03:17:00,SSO,580,98,87,3.79,2.72,3,3.82,33,121,246,512,61,39.3,6.77,4.64,87,70.6,4.64,246,88.2,LOW,48.046875
7862,SAT-0022,MIS-007862,2025-07-22 12:08:00,LEO,937,54,63,6.05,2.44,2,2.57,21,84,184,512,38,30.0,4.29,3.04,63,59.5,3.04,184,83.8,LOW,35.9375
7863,SAT-0100,MIS-007863,2023-01-23 07:06:00,LEO,626,70,97,6.05,3.49,3,3.34,91,294,350,512,85,47.9,18.33,4.75,97,75.4,4.75,350,73.2,MEDIUM,68.359375
7864,SAT-0038,MIS-007864,2025-11-22 06:04:00,MEO,5587,96,77,1.71,1.71,3,3.61,3,31,215,512,59,31.9,0.75,3.63,77,65.3,3.63,215,86.1,LOW,41.9921875
7865,SAT-0061,MIS-007865,2025-05-17 04:27:00,LEO,450,58,58,4.7,2.94,1,1.41,29,107,130,512,42,24.1,5.83,1.73,58,55.8,1.73,130,82.3,LOW,25.390625
7866,SAT-0097,MIS-007866,2024-06-11 19:10:00,LEO,1064,70,75,2.87,0.12,1,1.11,102,326,231,512,66,31.2,20.41,3.11,75,52.0,3.11,231,80.8,LOW,45.1171875
7867,SAT-0081,MIS-007867,2024-07-07 11:38:00,LEO,1184,55,99,5.64,3.46,1,2.09,3,31,75,512,24,25.7,0.77,2.57,99,99.4,2.57,75,99.8,LOW,14.6484375
7868,SAT-0001,MIS-007868,2025-11-10 10:56:00,LEO,408,28,90,3.45,2.12,1,1.53,76,248,196,512,67,39.5,15.25,3.1,90,72.3,3.1,196,88.9,LOW,38.28125
7869,SAT-0007,MIS-007869,2023-10-01 15:33:00,LEO,1101,20,52,5.13,0.76,1,1.17,79,258,198,512,71,39.1,15.87,2.99,52,37.6,2.99,198,74.5,MEDIUM,38.671875
7870,SAT-0050,MIS-007870,2022-10-10 11:59:00,LEO,1114,4,51,2.31,0.82,5,5.59,119,378,500,512,100,62.9,23.87,7.6,51,6.1,7.6,500,2.3,HIGH,97.65625
7871,SAT-0089,MIS-007871,2024-12-12 00:20:00,LEO,691,18,92,7.39,1.11,3,3.97,82,267,324,512,74,45.6,16.5,5.24,92,72.6,5.24,324,80.3,LOW,63.28125
7872,SAT-0013,MIS-007872,2023-08-16 20:08:00,GEO,35786,47,72,2.83,0.59,3,3.45,67,223,314,512,72,41.3,13.54,4.87,72,47.3,4.87,314,76.4,LOW,61.328125
7873,SAT-0063,MIS-007873,2023-03-09 12:21:00,SSO,607,98,98,3.93,3.35,4,5.31,6,40,270,512,57,44.1,1.38,5.59,98,82.4,5.59,270,88.0,LOW,52.734375
7874,SAT-0010,MIS-007874,2022-10-25 07:07:00,LEO,933,80,58,7.9,1.42,5,5.85,8,44,329,512,73,48.1,1.66,6.19,58,47.7,6.19,329,67.9,MEDIUM,64.2578125
7875,SAT-0015,MIS-007875,2024-01-16 06:35:00,LEO,528,18,76,6.91,2.18,4,4.72,57,193,340,512,82,48.6,11.58,6.02,76,56.5,6.02,340,66.3,MEDIUM,66.40625
7876,SAT-0009,MIS-007876,2022-11-20 22:06:00,SSO,676,98,100,0.23,3.17,6,7.3,115,367,500,512,100,64.7,23.19,8.0,100,49.9,8.0,500,17.7,HIGH,97.65625
7877,SAT-0006,MIS-007877,2023-06-16 20:54:00,LEO,609,39,80,2.16,1.69,3,4.13,53,179,272,512,66,44.6,10.61,5.38,80,54.3,5.38,272,76.2,LOW,53.125
7878,SAT-0025,MIS-007878,2024-02-02 03:44:00,LEO,613,43,86,0.26,1.42,5,5.5,76,249,435,512,100,61.7,15.27,7.14,86,45.7,7.14,435,32.3,HIGH,84.9609375
7879,SAT-0025,MIS-007879,2023-04-01 19:34:00,SSO,662,98,54,1.94,0.33,5,5.53,14,62,334,512,85,45.8,2.81,5.8,54,32.4,5.8,334,58.5,MEDIUM,65.234375
7880,SAT-0045,MIS-007880,2025-08-10 08:42:00,LEO,953,93,55,3.66,1.35,0,1.0,114,363,189,512,55,37.1,22.93,3.08,55,31.7,3.08,189,72.7,MEDIUM,36.9140625
7881,SAT-0074,MIS-007881,2022-03-27 19:54:00,LEO,828,63,54,2.71,0.33,0,0.5,93,301,163,512,59,30.1,18.76,2.47,54,34.5,2.47,163,73.8,MEDIUM,31.8359375
7882,SAT-0049,MIS-007882,2022-09-14 20:55:00,SSO,817,98,81,1.84,2.25,2,2.63,51,174,214,512,59,33.8,10.28,3.79,81,61.3,3.79,214,84.5,LOW,41.796875
7883,SAT-0060,MIS-007883,2023-05-22 01:47:00,LEO,1067,52,89,7.49,0.5,6,6.78,88,285,500,512,100,63.7,17.72,8.0,89,57.8,8.0,500,22.0,HIGH,97.65625
7884,SAT-0030,MIS-007884,2025-12-03 08:24:00,LEO,1178,48,63,1.4,2.01,3,3.64,50,170,293,512,66,45.1,10.02,4.81,63,38.5,4.81,293,69.3,MEDIUM,57.2265625
7885,SAT-0004,MIS-007885,2024-10-03 09:30:00,MEO,7813,36,63,7.87,1.59,0,0.67,39,139,86,512,43,19.1,7.97,1.24,63,67.4,1.24,86,87.0,LOW,16.796875
7886,SAT-0011,MIS-007886,2024-01-11 16:15:00,LEO,677,38,75,2.66,3.96,3,3.49,105,335,367,512,82,45.3,21.03,5.04,75,43.3,5.04,367,65.0,MEDIUM,71.6796875
7887,SAT-0017,MIS-007887,2025-03-08 15:53:00,MEO,16326,0,56,2.28,0.41,0,0.63,52,178,91,512,36,23.7,10.59,1.36,56,46.6,1.36,91,78.7,LOW,17.7734375
7888,SAT-0038,MIS-007888,2024-09-09 11:05:00,SSO,852,98,77,0.89,0.99,3,4.13,10,51,224,512,58,36.7,2.12,4.65,77,58.5,4.65,224,83.4,LOW,43.75
7889,SAT-0026,MIS-007889,2024-07-18 09:58:00,MEO,6794,95,100,4.21,0.62,0,0.5,20,80,53,512,30,20.1,4.03,0.86,100,100.0,0.86,53,100.0,LOW,10.3515625
7890,SAT-0011,MIS-007890,2025-06-29 07:23:00,LEO,434,49,67,7.77,0.67,3,3.58,76,250,322,512,88,45.3,15.35,5.13,67,49.7,5.13,322,64.5,MEDIUM,62.890625
7891,SAT-0082,MIS-007891,2023-11-19 09:07:00,LEO,419,53,53,3.94,2.23,6,6.77,91,293,500,512,100,59.4,18.25,8.0,53,14.3,8.0,500,9.8,HIGH,97.65625
7892,SAT-0030,MIS-007892,2023-12-24 09:26:00,GEO,35786,48,70,4.94,3.83,0,0.5,105,336,176,512,68,30.4,21.1,2.24,70,54.0,2.24,176,81.6,LOW,34.375
7893,SAT-0028,MIS-007893,2022-08-21 07:31:00,MEO,12208,63,85,0.4,2.16,5,6.35,89,287,454,512,100,66.4,17.82,7.86,85,40.1,7.86,454,20.7,HIGH,88.671875
7894,SAT-0014,MIS-007894,2023-11-29 04:02:00,GEO,35786,76,97,5.11,1.22,6,6.71,106,338,500,512,100,59.3,21.25,8.0,97,58.2,8.0,500,27.5,HIGH,97.65625
7895,SAT-0004,MIS-007895,2022-07-12 02:38:00,LEO,819,30,82,2.48,3.08,6,7.29,19,77,408,512,83,61.7,3.81,7.88,82,52.4,7.88,408,48.4,MEDIUM,79.6875
7896,SAT-0069,MIS-007896,2025-04-26 14:56:00,LEO,954,3,92,2.08,2.5,6,7.05,113,359,500,512,100,60.5,22.66,8.0,92,46.0,8.0,500,21.2,HIGH,97.65625
7897,SAT-0068,MIS-007897,2024-04-18 15:02:00,MEO,8764,34,98,4.4,1.37,4,4.61,109,349,425,512,100,59.9,21.94,6.81,98,62.0,6.81,425,42.9,HIGH,83.0078125
7898,SAT-0091,MIS-007898,2022-09-04 04:38:00,LEO,1180,18,95,6.78,1.9,4,4.52,86,279,413,512,96,57.5,17.27,6.1,95,70.3,6.1,413,53.5,MEDIUM,80.6640625
7899,SAT-0032,MIS-007899,2022-07-23 19:35:00,MEO,12008,12,93,7.9,0.32,5,6.25,91,295,481,512,100,64.3,18.39,8.0,93,62.1,8.0,481,26.7,HIGH,93.9453125
7900,SAT-0040,MIS-007900,2024-01-26 18:55:00,LEO,916,18,93,5.24,0.1,2,2.96,39,137,198,512,62,37.8,7.86,3.93,93,81.5,3.93,198,92.6,LOW,38.671875
7901,SAT-0020,MIS-007901,2025-03-23 00:44:00,LEO,756,38,96,3.3,3.19,1,1.9,96,310,226,512,59,36.1,19.39,3.72,96,72.2,3.72,226,88.9,LOW,44.140625
7902,SAT-0042,MIS-007902,2024-08-16 21:23:00,SSO,896,98,68,3.87,3.83,2,2.25,104,334,313,512,86,41.7,20.95,3.85,68,43.6,3.85,313,67.4,MEDIUM,61.1328125
7903,SAT-0075,MIS-007903,2025-05-14 02:11:00,MEO,13665,84,66,0.6,3.57,4,5.08,94,302,419,512,100,57.9,18.81,6.8,66,25.0,6.8,419,31.7,HIGH,81.8359375
7904,SAT-0098,MIS-007904,2023-05-27 21:12:00,LEO,964,94,73,5.66,3.73,6,6.8,92,298,500,512,100,58.6,18.57,8.0,73,37.5,8.0,500,20.0,HIGH,97.65625
7905,SAT-0091,MIS-007905,2023-09-23 10:53:00,LEO,701,18,67,7.75,2.85,2,2.73,105,336,298,512,87,42.5,21.13,4.33,67,48.3,4.33,298,67.8,MEDIUM,58.203125
7906,SAT-0004,MIS-007906,2024-06-19 13:15:00,LEO,1008,17,79,2.0,3.72,4,4.66,79,258,376,512,88,55.5,15.88,6.47,79,44.4,6.47,376,50.2,MEDIUM,73.4375
7907,SAT-0034,MIS-007907,2023-06-29 09:00:00,GEO,35786,85,75,0.19,3.63,3,4.23,67,221,303,512,71,46.3,13.45,5.22,75,43.7,5.22,303,69.4,MEDIUM,59.1796875
7908,SAT-0047,MIS-007908,2023-04-29 03:48:00,LEO,1132,33,55,2.51,0.14,1,1.12,87,281,212,512,68,37.0,17.45,2.77,55,35.0,2.77,212,74.0,MEDIUM,41.40625
7909,SAT-0077,MIS-007909,2022-07-21 19:42:00,LEO,469,14,69,6.37,3.56,3,3.86,85,277,340,512,85,46.6,17.19,5.74,69,45.0,5.74,340,62.6,MEDIUM,66.40625
7910,SAT-0055,MIS-007910,2023-09-02 11:35:00,LEO,861,41,98,5.33,0.43,6,7.29,26,99,437,512,90,62.6,5.27,7.57,98,74.2,7.57,437,47.2,MEDIUM,85.3515625
7911,SAT-0035,MIS-007911,2023-09-07 01:39:00,LEO,443,35,64,7.99,1.66,1,1.62,112,357,259,512,73,38.7,22.47,3.74,64,47.0,3.74,259,77.3,LOW,50.5859375
7912,SAT-0024,MIS-007912,2024-09-11 17:56:00,LEO,1147,95,86,4.79,0.78,5,5.51,17,71,351,512,86,49.8,3.45,5.84,86,69.5,5.84,351,68.0,MEDIUM,68.5546875
7913,SAT-0068,MIS-007913,2022-04-21 10:35:00,GEO,35786,80,100,7.66,3.85,6,7.48,56,189,467,512,96,62.9,11.33,8.0,100,74.3,8.0,467,38.0,HIGH,91.2109375
7914,SAT-0050,MIS-007914,2022-07-07 05:40:00,LEO,727,63,54,0.9,2.23,2,3.13,97,311,308,512,84,42.4,19.4,4.69,54,21.5,4.69,308,58.7,MEDIUM,60.15625
7915,SAT-0072,MIS-007915,2022-08-08 19:52:00,MEO,15870,45,79,1.45,2.19,6,6.95,82,268,500,512,100,63.0,16.59,8.0,79,36.6,8.0,500,14.4,HIGH,97.65625
7916,SAT-0030,MIS-007916,2024-07-13 18:16:00,GEO,35786,33,54,6.75,2.79,2,2.35,74,244,252,512,64,33.4,14.96,3.42,54,41.9,3.42,252,76.7,LOW,49.21875
7917,SAT-0048,MIS-007917,2022-12-04 03:30:00,SSO,547,98,54,4.24,1.6,4,4.41,109,347,432,512,100,58.4,21.86,6.11,54,20.6,6.11,432,26.8,HIGH,84.375
7918,SAT-0050,MIS-007918,2025-03-08 13:12:00,LEO,464,71,70,4.95,0.78,5,5.61,84,274,447,512,100,57.2,16.95,7.44,70,36.6,7.44,447,31.7,HIGH,87.3046875
7919,SAT-0048,MIS-007919,2024-06-24 05:40:00,GEO,35786,41,88,5.42,3.01,0,0.5,71,235,134,512,52,25.9,14.39,1.98,88,79.4,1.98,134,91.8,LOW,26.171875
7920,SAT-0047,MIS-007920,2022-12-06 20:55:00,LEO,856,7,65,7.07,2.06,5,6.4,4,33,317,512,62,46.6,0.87,6.34,65,53.1,6.34,317,73.3,MEDIUM,61.9140625
7921,SAT-0078,MIS-007921,2022-05-02 01:45:00,LEO,566,62,92,3.78,0.53,6,7.29,13,60,406,512,83,59.9,2.72,7.51,92,67.3,7.51,406,56.6,MEDIUM,79.296875
7922,SAT-0044,MIS-007922,2023-05-17 16:45:00,LEO,1123,68,74,0.33,2.56,0,0.93,75,247,153,512,58,29.7,15.15,2.33,74,53.2,2.33,153,81.3,LOW,29.8828125
7923,SAT-0047,MIS-007923,2025-03-24 22:00:00,LEO,1127,51,71,6.39,0.87,0,0.5,111,354,183,512,60,27.6,22.31,2.37,71,56.5,2.37,183,82.6,LOW,35.7421875
7924,SAT-0011,MIS-007924,2023-01-02 09:58:00,SSO,670,98,69,3.76,0.57,3,4.12,39,137,273,512,69,47.4,7.84,4.87,69,50.8,4.87,273,71.4,MEDIUM,53.3203125
7925,SAT-0077,MIS-007925,2022-08-24 17:15:00,LEO,619,86,92,4.15,2.82,5,6.48,2,28,322,512,62,47.2,0.58,6.89,92,72.3,6.89,322,80.3,LOW,62.890625
7926,SAT-0069,MIS-007926,2022-09-11 04:21:00,SSO,648,98,86,1.61,2.98,3,3.62,82,268,327,512,87,46.4,16.58,5.0,86,56.0,5.0,327,66.2,MEDIUM,63.8671875
7927,SAT-0028,MIS-007927,2024-05-04 10:38:00,LEO,1032,6,91,3.48,2.28,3,3.53,103,329,362,512,85,45.7,20.64,5.3,91,60.2,5.3,362,69.8,MEDIUM,70.703125
7928,SAT-0095,MIS-007928,2025-06-10 22:16:00,GEO,35786,64,77,0.18,2.79,1,2.09,61,203,163,512,61,35.3,12.21,2.93,77,55.9,2.93,163,82.3,LOW,31.8359375
7929,SAT-0057,MIS-007929,2025-01-12 05:09:00,MEO,13943,95,95,3.64,1.14,6,7.05,93,301,500,512,100,57.9,18.74,8.0,95,55.3,8.0,500,28.0,HIGH,97.65625
7930,SAT-0078,MIS-007930,2025-07-02 21:18:00,LEO,664,22,75,1.61,1.93,5,5.72,44,154,392,512,78,53.4,8.96,6.96,75,43.2,6.96,392,57.2,MEDIUM,76.5625
7931,SAT-0090,MIS-007931,2024-01-21 13:12:00,SSO,892,98,81,3.12,3.9,5,6.1,32,118,368,512,79,51.1,6.59,6.48,81,56.0,6.48,368,64.6,MEDIUM,71.875
7932,SAT-0059,MIS-007932,2025-04-18 20:27:00,LEO,737,66,50,2.58,2.57,5,5.91,27,102,367,512,84,52.1,5.5,6.52,50,24.7,6.52,367,48.4,MEDIUM,71.6796875
7933,SAT-0097,MIS-007933,2024-12-03 09:04:00,LEO,463,69,77,5.29,2.08,4,5.02,106,339,427,512,98,56.0,21.29,6.93,77,42.8,6.93,427,40.5,HIGH,83.3984375
7934,SAT-0040,MIS-007934,2025-12-28 21:39:00,GEO,35786,79,97,3.07,3.18,0,0.5,62,207,130,512,40,27.4,12.48,1.69,97,86.4,1.69,130,94.6,LOW,25.390625
7935,SAT-0030,MIS-007935,2023-11-27 15:41:00,GEO,35786,84,65,7.43,2.04,1,1.31,47,162,147,512,55,26.5,9.48,1.97,65,64.4,1.97,147,85.8,LOW,28.7109375
7936,SAT-0042,MIS-007936,2024-04-30 22:55:00,GEO,35786,28,93,3.09,0.45,6,7.2,67,223,477,512,100,65.6,13.59,8.0,93,56.3,8.0,477,23.6,HIGH,93.1640625
7937,SAT-0001,MIS-007937,2025-04-21 08:32:00,SSO,661,98,62,5.19,2.17,0,0.73,25,97,52,512,29,24.6,5.19,1.2,62,63.4,1.2,52,85.4,LOW,10.15625
7938,SAT-0091,MIS-007938,2025-08-08 22:28:00,MEO,19551,81,89,6.31,1.8,3,4.28,51,175,283,512,79,50.5,10.39,5.55,89,71.1,5.55,283,71.3,MEDIUM,55.2734375
7939,SAT-0062,MIS-007939,2023-04-18 16:04:00,LEO,401,87,53,5.47,2.62,0,0.5,111,353,189,512,73,31.5,22.25,2.24,53,37.2,2.24,189,73.4,MEDIUM,36.9140625
7940,SAT-0006,MIS-007940,2025-10-20 20:37:00,SSO,599,98,68,7.19,0.6,1,1.56,56,188,177,512,62,30.6,11.23,2.65,68,62.8,2.65,177,85.1,LOW,34.5703125
7941,SAT-0016,MIS-007941,2024-05-27 18:01:00,SSO,851,98,91,5.65,2.22,0,0.79,40,140,83,512,30,25.8,8.05,1.85,91,88.5,1.85,83,95.4,LOW,16.2109375
7942,SAT-0084,MIS-007942,2024-02-23 04:47:00,LEO,603,86,56,2.08,2.17,4,5.28,13,61,297,512,56,41.2,2.76,5.48,56,36.0,5.48,297,73.0,MEDIUM,58.0078125
7943,SAT-0057,MIS-007943,2025-03-04 09:29:00,SSO,683,98,67,5.06,2.23,0,0.99,107,343,191,512,63,39.2,21.59,3.21,67,47.0,3.21,191,78.8,LOW,37.3046875
7944,SAT-0006,MIS-007944,2022-06-12 03:21:00,LEO,711,86,92,3.79,3.88,0,0.5,119,379,200,512,71,34.6,23.97,2.67,92,69.7,2.67,200,87.4,LOW,39.0625
7945,SAT-0002,MIS-007945,2022-10-17 12:00:00,GEO,35786,41,89,0.97,0.38,2,3.03,116,370,335,512,85,48.9,23.36,4.8,89,53.1,4.8,335,63.0,MEDIUM,65.4296875
7946,SAT-0019,MIS-007946,2025-12-17 03:08:00,SSO,679,98,85,4.53,2.4,5,6.25,50,170,391,512,91,56.0,10.05,7.45,85,56.2,7.45,391,52.8,MEDIUM,76.3671875
7947,SAT-0006,MIS-007947,2022-12-21 14:52:00,LEO,946,4,83,1.77,2.97,1,1.63,15,67,112,512,45,28.2,3.16,1.95,83,76.2,1.95,112,90.5,LOW,21.875
7948,SAT-0049,MIS-007948,2024-08-25 04:16:00,SSO,527,98,57,3.18,3.17,6,6.8,90,290,500,512,100,60.4,18.03,8.0,57,16.9,8.0,500,9.6,HIGH,97.65625
7949,SAT-0096,MIS-007949,2023-06-30 23:24:00,SSO,537,98,100,7.31,2.11,2,3.15,68,224,255,512,66,40.6,13.66,4.75,100,84.7,4.75,255,93.2,LOW,49.8046875
7950,SAT-0073,MIS-007950,2022-11-20 02:19:00,LEO,546,77,70,7.06,0.84,3,4.23,58,194,293,512,66,40.6,11.6,5.11,70,54.4,5.11,293,81.0,LOW,57.2265625
7951,SAT-0031,MIS-007951,2023-12-13 15:42:00,SSO,724,98,97,0.05,3.77,6,6.68,38,135,429,512,85,56.5,7.67,7.54,97,60.8,7.54,429,53.2,MEDIUM,83.7890625
7952,SAT-0076,MIS-007952,2024-11-05 19:28:00,SSO,872,98,52,1.07,0.09,6,6.66,105,335,500,512,100,57.5,21.03,8.0,52,5.3,8.0,500,8.5,HIGH,97.65625
7953,SAT-0027,MIS-007953,2022-09-19 21:25:00,LEO,736,24,69,4.67,1.69,1,1.43,63,210,170,512,53,33.0,12.72,2.42,69,58.5,2.42,170,83.4,LOW,33.203125
7954,SAT-0045,MIS-007954,2025-12-01 09:41:00,LEO,990,34,92,3.19,3.81,1,1.92,106,340,250,512,65,34.1,21.34,3.61,92,66.9,3.61,250,86.7,LOW,48.828125
7955,SAT-0086,MIS-007955,2025-09-11 01:57:00,LEO,506,60,52,7.65,2.73,0,0.5,83,269,152,512,55,33.9,16.66,2.32,52,44.7,2.32,152,77.9,LOW,29.6875
7956,SAT-0038,MIS-007956,2023-08-18 03:38:00,LEO,1161,26,99,6.11,3.81,2,2.42,94,302,298,512,80,43.5,18.8,3.91,99,80.5,3.91,298,83.0,LOW,58.203125
7957,SAT-0063,MIS-007957,2022-10-30 09:28:00,LEO,732,63,72,0.58,0.15,1,1.77,45,157,144,512,38,28.2,9.14,2.41,72,56.2,2.41,144,82.5,LOW,28.125
7958,SAT-0078,MIS-007958,2023-12-19 23:16:00,MEO,18893,6,79,3.82,3.51,1,1.85,111,353,246,512,69,43.6,22.2,3.86,79,53.4,3.86,246,77.1,LOW,48.046875
7959,SAT-0022,MIS-007959,2024-11-15 15:51:00,LEO,502,7,85,0.08,2.06,1,1.77,44,154,158,512,49,35.5,8.99,2.97,85,66.1,2.97,158,86.4,LOW,30.859375
7960,SAT-0019,MIS-007960,2025-07-21 18:41:00,LEO,940,6,85,0.04,3.34,5,5.81,53,180,417,512,100,59.3,10.7,6.53,85,50.4,6.53,417,40.6,HIGH,81.4453125
7961,SAT-0077,MIS-007961,2024-06-29 16:52:00,GEO,35786,44,63,7.92,2.83,6,7.43,69,228,489,512,100,60.7,13.92,8.0,63,35.7,8.0,489,18.9,HIGH,95.5078125
7962,SAT-0086,MIS-007962,2023-10-12 01:32:00,LEO,443,3,93,5.38,2.89,6,7.27,76,250,493,512,100,62.0,15.34,8.0,93,59.5,8.0,493,26.1,HIGH,96.2890625
7963,SAT-0043,MIS-007963,2025-02-03 15:13:00,SSO,617,98,76,4.37,1.63,5,6.37,31,113,361,512,83,58.0,6.25,7.3,76,50.5,7.3,361,52.1,MEDIUM,70.5078125
7964,SAT-0087,MIS-007964,2022-03-25 23:12:00,GEO,35786,47,77,2.26,3.07,5,6.15,64,212,429,512,97,54.2,12.83,7.23,77,42.3,7.23,429,42.6,HIGH,83.7890625
7965,SAT-0001,MIS-007965,2025-07-30 08:40:00,MEO,19479,92,72,6.74,3.76,0,0.5,67,223,135,512,42,24.6,13.58,1.66,72,68.0,1.66,135,87.2,LOW,26.3671875
7966,SAT-0074,MIS-007966,2023-03-14 20:05:00,GEO,35786,34,76,4.86,3.18,5,6.48,26,99,352,512,70,55.2,5.3,6.74,76,54.5,6.74,352,63.6,MEDIUM,68.75
7967,SAT-0025,MIS-007967,2024-03-12 12:51:00,LEO,803,21,85,0.48,0.14,3,4.03,71,235,313,512,76,49.0,14.35,5.19,85,53.7,5.19,313,67.7,MEDIUM,61.1328125
7968,SAT-0076,MIS-007968,2024-09-22 23:42:00,GEO,35786,50,87,6.49,1.15,5,6.42,80,260,457,512,100,66.0,16.01,8.0,87,55.2,8.0,457,26.6,HIGH,89.2578125
7969,SAT-0074,MIS-007969,2025-11-16 17:51:00,LEO,788,12,68,3.69,3.19,5,5.84,63,209,405,512,100,60.7,12.62,6.8,68,38.1,6.8,405,35.4,HIGH,79.1015625
7970,SAT-0053,MIS-007970,2022-10-09 01:53:00,SSO,617,98,81,1.67,1.4,2,2.92,21,84,183,512,47,32.8,4.28,3.24,81,68.0,3.24,183,87.2,LOW,35.7421875
7971,SAT-0041,MIS-007971,2025-11-06 21:38:00,LEO,426,12,58,6.48,0.28,6,6.82,103,329,500,512,100,60.2,20.61,8.0,58,22.5,8.0,500,12.1,HIGH,97.65625
7972,SAT-0039,MIS-007972,2025-06-05 05:40:00,LEO,944,25,93,5.93,3.19,1,1.63,11,54,111,512,36,21.9,2.28,1.64,93,96.5,1.64,111,98.6,LOW,21.6796875
7973,SAT-0082,MIS-007973,2023-02-13 11:40:00,MEO,16749,22,68,2.09,3.43,3,3.39,87,283,342,512,91,49.8,17.59,5.24,68,37.1,5.24,342,52.6,MEDIUM,66.796875
7974,SAT-0084,MIS-007974,2025-05-04 08:48:00,GEO,35786,15,57,1.27,1.87,0,0.5,92,297,153,512,54,35.4,18.53,2.43,57,35.0,2.43,153,74.0,MEDIUM,29.8828125
7975,SAT-0038,MIS-007975,2024-12-12 20:53:00,MEO,6091,69,76,4.13,0.94,1,2.01,6,39,90,512,35,21.6,1.27,2.39,76,73.7,2.39,90,89.5,LOW,17.578125
7976,SAT-0010,MIS-007976,2025-05-14 03:05:00,LEO,548,33,93,6.38,1.23,3,4.18,29,107,231,512,51,41.1,5.86,4.77,93,82.0,4.77,231,91.5,LOW,45.1171875
7977,SAT-0067,MIS-007977,2023-10-14 20:47:00,SSO,691,98,57,4.59,3.72,4,4.72,62,206,366,512,85,50.9,12.44,5.77,57,33.1,5.77,366,52.7,MEDIUM,71.484375
7978,SAT-0033,MIS-007978,2023-08-07 12:22:00,LEO,839,78,68,1.28,3.41,2,2.84,43,150,202,512,60,39.2,8.7,3.54,68,49.4,3.54,202,79.8,LOW,39.453125
7979,SAT-0095,MIS-007979,2022-11-25 04:29:00,GEO,35786,44,89,3.13,0.56,5,6.06,27,103,366,512,88,52.9,5.54,6.73,89,63.9,6.73,366,61.1,MEDIUM,71.484375
7980,SAT-0001,MIS-007980,2022-11-28 05:28:00,LEO,404,30,77,1.04,3.37,1,1.31,68,226,184,512,65,34.4,13.78,2.69,77,57.3,2.69,184,82.9,LOW,35.9375
7981,SAT-0009,MIS-007981,2023-02-21 22:01:00,LEO,422,93,96,4.26,0.05,3,3.59,62,206,308,512,76,41.7,12.46,4.69,96,75.8,4.69,308,85.3,LOW,60.15625
7982,SAT-0078,MIS-007982,2025-05-16 19:56:00,LEO,656,17,92,5.8,3.85,3,4.03,60,201,294,512,82,46.7,12.11,4.98,92,74.0,4.98,294,75.6,LOW,57.421875
7983,SAT-0002,MIS-007983,2022-06-11 23:22:00,LEO,537,11,55,1.16,3.14,1,1.98,81,265,211,512,65,36.7,16.39,3.75,55,29.2,3.75,211,71.7,MEDIUM,41.2109375
