orbit_type,orbit_altitude_km,inclination_deg,current_battery_percent,solar_exposure_hours,eclipse_duration_hours,payload_count,payload_power_kw,communication_duration_minutes,communication_bandwidth_mbps,onboard_memory_used_gb,onboard_memory_total_gb,cpu_utilization_percent,temperature_celsius,mission_duration_hours,previous_power_consumption_kw,previous_battery_percent,power_consumption_kw,remaining_battery_percent,mission_risk,health_score,memory_utilization_percent
LEO,934.39,90.23,98.26,1.02,0.88,2,1.55,16.13,147.65,150.68,512.0,64.71,60.32,3.06,1.6,98.15,1.98,71.12,MEDIUM,71.11,29.4296875
GEO,35786.0,2.51,91.77,1.17,1.43,1,0.55,19.56,433.95,193.87,512.0,26.62,37.21,5.38,0.64,87.5,1.03,69.63,LOW,78.48,37.865234375
GEO,35786.0,3.67,40.72,3.9,0.16,4,4.52,19.62,329.32,292.38,512.0,87.54,79.11,7.03,4.39,38.21,4.75,0.0,HIGH,36.39,57.10546875
SSO,602.51,99.0,87.74,4.39,1.77,4,1.96,51.05,206.48,74.1,512.0,49.96,27.84,9.45,2.34,80.4,2.45,0.0,HIGH,17.59,14.472656249999998
SSO,761.7,97.42,56.1,2.36,0.51,5,5.88,51.92,222.21,300.55,512.0,75.6,39.71,5.6,6.28,57.8,6.46,0.0,HIGH,14.08,58.701171875
LEO,525.89,48.45,31.18,3.46,0.76,5,4.8,52.95,405.89,210.21,512.0,66.85,58.68,3.5,5.27,31.15,5.37,0.0,HIGH,39.07,41.056640625
SSO,531.77,97.19,53.43,0.68,0.54,1,0.93,37.84,318.29,434.6,512.0,62.59,58.33,9.95,1.77,47.23,1.43,0.0,HIGH,27.43,84.8828125
GEO,35786.0,3.25,31.24,1.06,0.3,2,1.84,36.04,73.3,161.13,512.0,88.54,38.35,4.14,1.92,29.59,2.22,0.0,HIGH,23.24,31.470703125
GEO,35786.0,2.96,82.18,4.12,0.99,5,3.3,26.29,99.37,464.65,512.0,71.88,73.03,8.08,3.74,77.36,3.82,0.0,HIGH,34.05,90.751953125
SSO,709.18,98.09,41.84,3.7,1.09,4,3.71,21.33,55.28,203.38,512.0,74.59,31.67,9.92,4.49,39.47,4.25,0.0,HIGH,10.07,39.72265625
MEO,8110.36,58.54,99.14,1.34,1.55,2,2.0,23.57,304.09,316.31,512.0,19.37,52.81,3.58,2.69,100.0,2.34,60.75,MEDIUM,52.65,61.779296875
GEO,35786.0,1.9,72.68,2.07,0.28,1,1.15,38.5,233.03,321.74,512.0,61.7,30.43,1.41,1.23,71.65,1.54,83.38,LOW,93.06,62.83984375
LEO,934.33,56.94,44.8,2.12,0.99,5,5.3,54.64,60.1,443.77,512.0,82.91,37.06,8.31,6.01,49.11,5.89,0.0,HIGH,43.2,86.673828125
SSO,726.17,98.06,79.58,2.2,1.17,5,4.62,45.25,168.08,389.71,512.0,17.25,30.86,4.72,4.79,84.21,4.89,0.0,HIGH,27.86,76.115234375
SSO,743.28,98.45,92.72,1.2,1.69,4,4.74,14.74,70.72,225.38,512.0,22.87,63.54,7.74,4.86,97.4,5.26,0.0,HIGH,10.97,44.01953125
LEO,749.85,76.71,58.65,4.29,0.03,1,1.08,20.59,434.03,367.79,512.0,28.53,71.77,1.73,1.25,56.38,1.65,91.69,HIGH,39.67,71.833984375
SSO,737.07,98.84,66.2,3.49,0.64,5,4.99,34.37,312.61,22.53,512.0,88.1,65.01,1.1,5.88,60.9,5.5,68.66,HIGH,43.61,4.400390625
SSO,794.74,97.35,89.66,1.47,1.35,1,0.99,7.91,156.64,389.67,512.0,71.04,41.51,9.37,1.66,90.95,1.54,13.31,HIGH,36.52,76.107421875
SSO,683.39,98.17,66.22,4.04,0.8,4,2.13,38.68,290.67,71.6,512.0,80.39,32.71,4.2,2.41,70.48,2.72,40.34,MEDIUM,67.62,13.984374999999998
MEO,9585.92,47.38,46.81,3.92,0.49,3,3.59,13.28,408.21,450.85,512.0,83.84,50.67,5.26,4.26,51.73,3.94,0.0,HIGH,31.78,88.056640625
MEO,18257.68,54.29,37.33,2.34,1.39,2,2.34,44.95,265.67,119.21,512.0,93.32,29.01,2.2,2.91,30.14,2.6,28.1,HIGH,25.48,23.283203125
MEO,15834.21,57.56,33.2,1.87,0.1,4,4.59,46.87,63.27,280.23,512.0,37.55,30.45,5.88,5.07,33.1,5.09,0.0,HIGH,42.8,54.732421875
SSO,553.61,98.61,40.45,1.45,0.88,3,1.85,39.6,357.0,338.78,512.0,62.9,40.12,3.18,2.49,33.23,2.17,13.04,HIGH,44.25,66.16796875
GEO,35786.0,2.23,83.67,0.91,0.24,1,0.51,30.63,242.06,158.76,512.0,47.09,68.8,1.58,0.52,80.01,0.8,86.36,HIGH,42.6,31.0078125
MEO,8505.97,51.94,81.13,0.7,1.22,5,3.48,36.97,394.17,12.27,512.0,91.83,35.22,1.57,3.63,78.85,3.94,49.31,HIGH,11.97,2.396484375
GEO,35786.0,3.56,95.6,1.74,0.91,3,2.97,25.92,429.4,457.49,512.0,15.67,79.56,2.71,3.73,89.24,3.53,54.32,HIGH,39.38,89.353515625
MEO,15233.41,53.56,34.12,3.43,0.68,5,4.7,41.61,343.89,30.4,512.0,69.05,48.23,3.04,5.02,28.41,4.95,0.0,HIGH,43.19,5.9375
GEO,35786.0,0.47,45.87,2.26,0.32,2,2.34,25.05,205.76,216.7,512.0,25.37,49.45,5.52,2.5,47.82,2.65,0.0,HIGH,32.64,42.32421875
LEO,696.61,54.32,56.28,3.08,1.24,3,1.9,38.38,342.76,444.7,512.0,26.92,77.68,5.13,2.78,52.26,2.47,10.88,HIGH,38.21,86.85546875
SSO,545.57,98.69,50.82,1.45,1.23,4,2.42,21.59,247.54,451.95,512.0,82.22,74.78,8.06,2.39,43.66,2.78,0.0,HIGH,26.17,88.271484375
GEO,35786.0,2.78,92.78,1.31,1.74,3,1.76,37.62,285.94,446.52,512.0,88.03,21.98,6.71,2.36,85.64,2.1,16.98,HIGH,36.06,87.2109375
LEO,630.46,68.65,73.88,3.09,1.72,3,2.06,32.33,344.87,478.92,512.0,41.2,69.58,2.25,2.83,71.33,2.59,73.0,HIGH,42.58,93.5390625
LEO,737.75,59.87,67.64,4.38,0.32,4,4.18,28.79,359.22,452.81,512.0,36.51,44.51,7.29,4.74,66.31,4.4,0.0,HIGH,28.69,88.439453125
SSO,560.08,98.72,34.57,2.11,0.35,2,1.89,5.55,101.05,122.03,512.0,64.9,42.51,6.79,2.12,29.82,2.13,0.0,HIGH,12.44,23.833984375
GEO,35786.0,1.57,31.81,3.81,0.86,3,1.68,28.05,284.87,181.89,512.0,82.86,66.62,8.3,2.29,30.98,2.22,0.0,HIGH,23.83,35.525390625
MEO,15558.92,51.03,87.65,0.65,0.03,2,1.53,8.63,269.35,147.77,512.0,19.17,30.77,2.37,1.9,82.05,1.94,65.68,LOW,85.53,28.861328125000004
SSO,759.5,98.28,95.21,3.15,0.24,5,5.37,31.43,409.43,73.66,512.0,80.72,26.68,7.6,5.24,95.1,5.61,0.0,HIGH,11.53,14.38671875
SSO,728.06,97.13,35.19,2.57,1.33,1,0.89,31.97,204.66,165.83,512.0,56.43,54.77,5.63,0.95,37.89,1.2,21.98,HIGH,37.65,32.388671875
SSO,650.3,98.8,81.99,2.16,0.08,1,1.08,17.49,429.94,245.12,512.0,81.75,72.0,8.5,1.96,76.52,1.6,19.36,HIGH,33.63,47.875
GEO,35786.0,0.05,88.48,3.85,0.77,5,5.61,52.42,413.09,244.84,512.0,74.89,24.88,6.68,6.01,88.62,6.21,0.0,HIGH,40.69,47.8203125
MEO,6524.63,45.52,94.09,4.0,0.04,3,3.41,22.97,443.64,344.57,512.0,13.25,57.45,7.24,4.02,96.08,3.83,0.0,HIGH,26.33,67.298828125
MEO,4522.44,51.78,35.25,0.75,0.23,3,2.87,18.16,137.71,375.1,512.0,50.76,54.52,9.55,3.01,38.39,3.07,0.0,HIGH,43.82,73.26171875
GEO,35786.0,4.19,40.27,3.94,1.45,4,4.19,16.78,71.13,354.98,512.0,28.5,56.57,8.88,4.89,43.64,4.58,0.0,HIGH,43.96,69.33203125
LEO,637.05,60.75,90.0,1.08,0.47,3,2.27,50.54,148.62,373.51,512.0,52.0,49.67,1.17,2.68,92.59,2.78,81.73,LOW,95.54,72.951171875
LEO,536.75,68.61,96.01,2.86,0.22,4,4.3,20.18,122.76,431.82,512.0,36.19,74.54,7.51,4.45,96.89,4.8,0.0,HIGH,20.79,84.33984375
LEO,606.72,83.41,47.9,2.28,0.7,5,5.51,26.58,274.98,11.63,512.0,78.84,49.97,5.36,6.04,47.88,5.96,0.0,HIGH,18.43,2.271484375
LEO,935.7,72.48,58.45,1.1,0.43,4,2.26,37.63,327.04,219.01,512.0,14.66,44.39,1.22,2.39,55.09,2.47,52.02,LOW,84.36,42.775390625
LEO,603.55,94.46,57.93,2.45,0.09,2,1.14,39.36,289.79,199.13,512.0,63.1,37.01,9.28,1.32,61.41,1.66,0.0,HIGH,31.93,38.892578125
GEO,35786.0,4.71,90.51,1.26,0.76,3,2.41,54.2,66.96,304.06,512.0,45.21,70.21,5.72,3.05,91.83,2.94,0.0,HIGH,37.27,59.38671875
MEO,7538.54,58.98,75.35,0.87,0.88,3,1.41,45.37,357.6,189.28,512.0,50.29,36.03,1.37,2.07,72.12,1.81,69.55,LOW,76.82,36.96875
SSO,578.71,97.92,87.79,4.48,0.55,1,0.59,46.44,91.8,148.28,512.0,82.06,29.06,8.91,0.67,88.03,0.94,87.24,MEDIUM,56.75,28.9609375
SSO,662.2,97.75,79.82,1.64,0.4,1,0.67,51.91,356.83,74.19,512.0,44.85,59.59,5.75,1.21,75.7,1.17,55.54,MEDIUM,72.36,14.490234375
SSO,728.7,98.95,67.39,2.01,0.51,4,1.79,19.26,330.66,27.25,512.0,22.94,26.39,7.42,2.33,61.79,2.38,0.0,HIGH,19.09,5.322265625
LEO,334.03,86.37,54.41,1.79,0.97,1,0.43,42.24,81.99,54.36,512.0,66.54,56.11,3.17,0.87,56.21,0.72,61.12,MEDIUM,68.78,10.6171875
MEO,19837.34,58.83,93.71,1.54,1.0,4,3.45,9.89,92.32,43.57,512.0,50.67,50.6,4.26,3.62,88.94,3.83,6.07,HIGH,39.19,8.509765625
MEO,10668.61,48.3,61.94,3.51,1.31,3,3.33,26.83,67.56,332.08,512.0,94.55,56.53,3.32,4.04,54.63,3.76,23.0,HIGH,31.05,64.859375
SSO,743.51,97.77,31.48,4.11,0.99,3,3.31,52.31,351.61,156.67,512.0,90.51,66.96,8.93,3.69,35.97,3.6,0.0,HIGH,26.77,30.599609374999996
MEO,3279.26,48.21,49.11,0.88,0.09,3,2.07,22.35,97.46,202.87,512.0,20.16,36.01,6.84,2.46,42.2,2.56,0.0,HIGH,24.18,39.623046875
GEO,35786.0,3.84,91.88,2.33,1.11,2,1.3,27.55,284.02,162.84,512.0,20.26,54.65,1.58,2.04,85.65,1.87,100.0,MEDIUM,72.73,31.8046875
GEO,35786.0,1.08,64.8,2.95,0.66,2,1.03,24.24,237.97,178.63,512.0,40.28,70.95,7.19,1.63,63.46,1.38,35.77,HIGH,37.46,34.888671875
MEO,3897.26,48.96,44.32,3.38,0.52,2,1.35,60.0,237.05,73.21,512.0,87.93,52.67,2.92,1.83,43.21,1.58,54.87,HIGH,17.57,14.298828124999998
SSO,554.81,98.79,54.9,1.37,0.85,5,4.35,25.09,436.11,68.61,512.0,90.13,41.95,6.62,5.26,53.39,4.93,0.0,HIGH,11.25,13.400390625
SSO,710.84,98.66,65.99,3.28,1.25,5,4.35,39.46,169.75,60.07,512.0,49.35,70.86,5.02,4.67,59.11,4.62,0.0,HIGH,36.73,11.732421875
GEO,35786.0,1.28,98.35,3.25,1.66,2,1.91,8.14,336.41,212.37,512.0,89.2,77.14,5.42,2.64,91.36,2.45,50.85,HIGH,20.96,41.478515625
GEO,35786.0,0.58,54.11,3.62,1.42,1,0.95,12.85,343.44,346.7,512.0,58.29,42.16,7.73,1.35,53.86,1.47,23.56,HIGH,42.14,67.71484375
MEO,7874.2,46.77,90.81,4.36,1.2,2,1.0,46.91,352.83,133.89,512.0,94.21,33.18,7.26,1.77,87.9,1.39,77.7,HIGH,24.58,26.150390624999996
GEO,35786.0,4.74,85.11,2.56,0.52,5,4.96,10.33,259.45,303.66,512.0,55.71,71.44,9.39,5.61,81.84,5.31,0.0,HIGH,34.55,59.30859375000001
LEO,889.51,32.62,33.92,0.94,0.62,2,2.0,46.35,166.54,345.05,512.0,16.62,57.41,5.19,2.05,34.04,2.35,0.0,HIGH,20.69,67.392578125
SSO,568.0,98.76,61.07,2.27,0.5,1,0.47,56.49,384.43,288.11,512.0,74.45,25.45,7.39,0.7,55.32,1.01,39.64,MEDIUM,71.28,56.271484375
GEO,35786.0,4.53,71.56,1.81,1.16,4,2.23,10.3,424.28,469.72,512.0,89.47,63.22,1.09,2.53,74.58,2.45,75.96,HIGH,30.93,91.7421875
GEO,35786.0,0.21,32.43,1.71,0.04,1,0.48,37.28,291.87,252.22,512.0,75.85,59.04,3.36,1.17,31.58,0.96,32.03,MEDIUM,46.47,49.26171875
SSO,692.25,98.4,55.03,3.76,0.8,2,1.85,33.81,335.89,128.13,512.0,25.78,74.73,3.2,2.4,58.0,2.3,52.36,HIGH,42.94,25.025390625
MEO,15408.97,49.74,94.26,2.3,0.24,3,2.43,46.7,143.3,421.89,512.0,36.84,35.17,5.78,2.46,96.64,2.84,15.12,HIGH,36.31,82.400390625
LEO,500.95,55.95,43.25,1.76,1.49,5,2.18,34.61,340.13,171.94,512.0,67.77,23.74,4.09,2.76,41.12,2.52,0.0,HIGH,33.48,33.58203125
LEO,368.93,63.93,47.12,2.67,0.3,4,3.24,17.53,281.51,245.04,512.0,25.73,27.84,9.97,3.34,48.84,3.56,0.0,HIGH,18.46,47.859375
GEO,35786.0,2.66,38.24,2.45,0.34,3,3.03,12.86,283.29,150.36,512.0,32.57,55.67,6.13,3.25,34.81,3.55,0.0,HIGH,37.23,29.367187500000004
LEO,366.94,36.44,34.62,1.18,1.6,2,0.83,9.68,335.83,74.45,512.0,90.02,49.78,5.0,1.23,27.6,1.26,7.63,HIGH,39.27,14.541015625
MEO,17112.23,52.04,36.0,1.47,0.91,2,1.73,31.55,129.14,126.74,512.0,33.45,47.74,5.89,1.86,32.36,1.95,0.0,HIGH,26.84,24.75390625
LEO,994.08,81.15,82.32,2.38,0.0,5,5.66,41.53,262.98,379.2,512.0,20.58,33.54,4.95,6.53,79.86,6.24,0.0,HIGH,27.33,74.0625
LEO,584.11,36.63,38.95,0.75,1.65,2,0.82,31.49,55.3,457.8,512.0,45.86,52.42,7.2,0.94,37.23,1.33,0.0,HIGH,16.82,89.4140625
MEO,12002.61,47.73,40.96,3.61,1.72,3,1.58,18.61,360.07,246.33,512.0,78.17,50.87,8.57,1.98,42.79,2.06,0.0,HIGH,20.57,48.111328125
SSO,658.98,97.75,69.03,4.49,1.38,4,2.08,50.17,216.03,434.52,512.0,39.42,55.07,5.37,2.34,61.71,2.35,41.11,MEDIUM,53.5,84.8671875
LEO,825.26,69.79,92.72,0.67,1.0,4,2.66,32.56,339.05,106.89,512.0,61.41,68.19,5.1,3.19,94.31,3.06,0.0,HIGH,12.53,20.876953125
GEO,35786.0,3.02,85.56,1.35,0.52,1,0.98,8.97,145.97,180.63,512.0,60.16,25.45,3.1,1.26,80.05,1.51,71.34,LOW,79.43,35.279296875
LEO,937.16,81.76,66.97,1.6,1.63,2,1.62,46.4,101.38,222.93,512.0,86.46,67.98,6.5,2.22,65.98,2.04,0.0,HIGH,13.48,43.541015625
LEO,651.53,84.49,72.95,2.21,1.36,4,4.54,21.88,147.05,59.94,512.0,92.8,43.44,6.11,5.03,73.97,4.91,0.0,HIGH,25.61,11.70703125
GEO,35786.0,0.74,97.13,4.02,0.51,5,3.24,48.01,81.6,424.07,512.0,90.66,42.24,6.01,3.41,97.31,3.65,2.65,HIGH,40.94,82.826171875
MEO,19768.21,55.94,39.31,4.1,0.38,2,1.55,26.31,336.16,295.71,512.0,78.35,67.57,7.59,2.01,31.61,2.03,0.0,HIGH,17.72,57.75585937499999
LEO,837.21,55.02,67.31,3.27,1.44,2,2.16,26.46,403.34,211.34,512.0,41.48,30.75,7.4,2.92,69.2,2.55,0.0,HIGH,30.36,41.27734375
MEO,10972.23,58.02,63.09,1.2,0.04,4,4.4,28.4,139.52,65.0,512.0,88.22,22.17,4.69,4.47,66.23,4.73,0.0,HIGH,34.46,12.6953125
GEO,35786.0,0.98,34.45,3.24,0.45,4,2.7,59.28,116.59,219.73,512.0,24.61,33.32,4.39,3.3,31.56,3.12,0.0,HIGH,29.86,42.916015625
LEO,645.54,36.7,30.71,4.39,0.29,3,2.3,6.71,310.05,397.77,512.0,68.28,34.43,6.72,2.36,28.26,2.52,0.0,HIGH,38.41,77.689453125
SSO,625.62,98.6,48.12,4.07,0.23,4,4.4,58.52,361.88,348.99,512.0,35.86,75.87,4.0,4.72,50.28,4.66,0.0,HIGH,23.07,68.162109375
SSO,767.7,97.78,69.75,2.93,0.92,4,2.95,13.94,350.56,385.13,512.0,91.14,53.52,2.6,2.93,62.42,3.19,50.93,HIGH,44.33,75.220703125
MEO,5898.63,47.81,79.27,1.79,0.11,5,5.41,33.56,103.98,418.04,512.0,45.94,79.23,9.97,6.23,71.32,5.98,0.0,HIGH,13.57,81.6484375
MEO,11946.59,45.43,89.17,2.98,1.32,3,2.46,12.22,296.8,458.89,512.0,15.47,21.79,3.46,2.72,89.77,2.79,62.14,LOW,78.58,89.626953125
GEO,35786.0,4.48,32.35,2.9,1.54,3,3.32,25.53,133.01,275.35,512.0,20.56,79.06,4.9,3.68,32.92,3.9,0.0,HIGH,35.95,53.77929687500001
MEO,4686.86,47.26,63.46,1.81,1.22,3,1.85,49.83,123.77,408.14,512.0,80.27,30.44,1.79,2.29,61.13,2.38,57.57,MEDIUM,69.89,79.71484375
SSO,734.19,98.94,34.73,2.24,1.77,5,3.69,42.23,307.8,20.44,512.0,86.11,46.32,1.78,4.28,33.96,4.09,14.38,HIGH,26.41,3.9921875000000004
SSO,743.75,98.08,93.01,0.69,1.21,4,1.87,20.1,345.74,361.9,512.0,44.02,34.38,5.1,2.27,96.18,2.29,25.36,MEDIUM,63.87,70.68359375
GEO,35786.0,0.84,51.5,1.98,0.65,5,3.25,26.51,281.39,307.63,512.0,13.64,21.14,4.0,3.67,56.07,3.66,0.0,HIGH,10.47,60.083984375
SSO,596.15,98.13,99.4,3.1,0.94,2,1.29,9.74,58.94,455.22,512.0,31.27,73.1,5.76,1.95,95.52,1.8,69.33,HIGH,11.38,88.91015625
LEO,972.09,47.33,49.35,0.72,0.11,2,0.84,51.62,191.51,437.26,512.0,66.36,64.08,7.28,1.51,42.98,1.19,1.82,HIGH,22.45,85.40234375
MEO,15991.76,58.38,35.75,4.38,0.37,5,2.66,55.01,83.22,280.56,512.0,70.37,63.73,8.29,3.07,30.18,3.07,0.0,HIGH,40.2,54.796875
LEO,553.35,30.29,48.42,4.21,1.73,3,3.21,57.32,138.09,142.52,512.0,61.92,44.01,7.67,3.24,42.79,3.43,0.0,HIGH,17.08,27.835937500000004
GEO,35786.0,2.8,52.17,4.02,1.74,4,1.63,57.64,364.1,97.42,512.0,58.03,30.68,1.22,1.87,51.19,2.08,83.91,LOW,80.2,19.02734375
SSO,697.09,97.81,43.22,0.52,0.65,1,0.47,7.2,323.7,385.1,512.0,24.33,32.09,8.07,0.87,35.35,0.81,7.13,HIGH,30.38,75.21484375
GEO,35786.0,1.36,76.77,2.72,0.23,1,1.09,52.59,334.25,30.02,512.0,36.37,48.81,1.68,1.5,71.38,1.47,93.3,LOW,81.84,5.86328125
SSO,666.93,97.84,89.34,3.54,1.1,1,0.61,40.03,387.29,151.58,512.0,92.75,29.73,4.08,1.1,89.93,0.82,100.0,HIGH,30.79,29.605468750000004
MEO,19713.5,54.34,89.71,0.97,1.15,3,2.08,29.28,435.64,474.23,512.0,61.72,31.07,5.73,2.89,93.42,2.54,6.74,HIGH,43.09,92.623046875
SSO,510.66,97.7,61.81,1.86,0.69,2,2.13,37.43,99.39,249.84,512.0,86.0,69.07,6.0,2.76,59.76,2.43,0.0,HIGH,43.5,48.796875
MEO,3420.73,59.44,46.99,1.94,1.09,5,2.12,53.1,105.32,24.97,512.0,42.75,70.84,4.75,2.27,39.8,2.49,0.0,HIGH,16.44,4.876953125
SSO,780.87,99.0,46.44,1.32,0.99,5,5.65,40.79,264.53,471.66,512.0,86.18,69.24,5.94,5.79,46.8,6.07,0.0,HIGH,29.6,92.12109375
MEO,13541.98,50.95,63.35,2.36,0.65,4,4.01,8.62,78.03,457.91,512.0,39.92,40.06,5.3,4.33,66.85,4.46,0.0,HIGH,44.87,89.435546875
LEO,894.38,44.89,50.08,4.46,0.1,4,1.95,39.68,308.15,22.47,512.0,83.6,43.98,4.0,2.72,47.94,2.42,40.73,MEDIUM,65.83,4.388671875
GEO,35786.0,4.7,89.23,4.17,1.67,5,3.2,46.39,384.81,44.07,512.0,66.97,59.81,6.25,3.54,86.8,3.74,0.0,HIGH,32.25,8.607421875
SSO,521.19,98.17,86.69,3.96,1.73,1,0.92,55.13,241.38,40.34,512.0,85.63,71.91,8.47,1.26,82.84,1.32,61.41,HIGH,28.49,7.878906250000001
SSO,714.81,98.13,89.32,3.96,1.11,4,3.14,9.7,80.62,308.42,512.0,30.11,22.68,8.24,3.32,92.9,3.68,0.0,HIGH,29.95,60.23828125
SSO,660.21,98.54,49.48,3.71,1.21,1,0.69,23.37,299.29,144.34,512.0,40.74,45.27,9.74,1.56,47.66,1.21,17.67,HIGH,43.96,28.19140625
MEO,7833.19,46.08,42.73,3.31,0.96,1,1.17,37.18,61.38,138.07,512.0,55.91,59.54,3.26,1.6,37.21,1.73,45.79,MEDIUM,69.5,26.966796875
MEO,13210.45,46.45,55.96,3.9,0.42,5,3.36,39.4,444.84,146.99,512.0,79.92,33.61,1.67,3.52,53.82,3.86,60.81,MEDIUM,68.24,28.708984375
LEO,303.67,61.32,62.52,2.17,0.89,2,1.87,44.08,242.69,370.67,512.0,15.2,78.61,2.85,2.67,60.35,2.37,44.51,HIGH,21.36,72.396484375
GEO,35786.0,1.89,92.39,0.88,0.39,2,2.11,49.94,126.27,64.82,512.0,33.62,38.2,6.56,2.65,92.64,2.49,0.0,HIGH,34.59,12.660156249999998
LEO,428.78,46.1,80.6,2.11,0.93,5,5.87,44.49,291.05,202.58,512.0,65.49,39.62,2.59,6.16,80.29,6.08,3.63,HIGH,33.44,39.56640625
MEO,5073.22,49.01,64.82,2.42,0.52,2,0.97,57.44,246.16,346.78,512.0,15.61,62.69,7.88,1.57,60.59,1.26,29.39,MEDIUM,67.77,67.73046875
LEO,952.42,89.17,96.96,0.94,0.54,5,4.47,17.46,306.65,78.93,512.0,42.55,69.88,2.62,5.03,94.23,4.94,24.18,HIGH,30.42,15.416015625000002
MEO,10592.61,46.97,41.12,4.23,1.53,2,1.66,48.8,101.72,408.06,512.0,67.42,63.98,9.43,2.01,43.75,2.0,0.0,HIGH,16.68,79.69921875
GEO,35786.0,4.2,80.53,2.44,1.52,3,2.5,12.19,146.82,20.42,512.0,75.97,75.66,9.76,2.74,73.57,2.76,0.0,HIGH,26.76,3.9882812500000004
SSO,643.15,97.7,68.68,0.78,0.5,3,2.62,11.87,195.82,300.67,512.0,54.82,34.31,6.26,2.97,65.31,3.11,0.0,HIGH,18.42,58.724609375
SSO,792.8,98.52,46.09,2.8,0.71,2,0.88,20.27,176.44,423.02,512.0,10.54,39.49,9.31,1.46,48.41,1.22,5.8,HIGH,32.83,82.62109375
SSO,757.81,97.32,65.34,2.77,0.78,4,3.59,17.62,159.47,195.58,512.0,12.68,78.5,4.85,3.59,65.03,3.93,0.0,HIGH,15.0,38.19921875
GEO,35786.0,2.35,98.51,3.53,1.08,3,2.47,33.91,350.7,459.06,512.0,76.92,68.74,5.95,2.66,100.0,2.97,26.02,HIGH,41.45,89.66015625
LEO,748.28,51.31,79.45,4.1,1.58,3,2.29,48.18,58.8,158.1,512.0,92.25,31.07,3.1,2.84,73.43,2.83,71.59,HIGH,31.03,30.87890625
SSO,675.16,98.9,57.21,2.41,0.6,2,1.89,16.19,414.49,388.2,512.0,60.78,47.38,2.72,2.49,59.38,2.41,43.57,MEDIUM,65.84,75.8203125
LEO,968.17,51.62,32.59,2.25,1.55,1,0.8,40.6,248.39,277.28,512.0,19.25,46.61,9.16,0.82,29.92,1.15,0.0,HIGH,27.45,54.15624999999999
LEO,436.3,52.53,97.52,2.08,1.32,1,0.94,26.39,378.08,353.83,512.0,82.04,25.8,7.61,1.22,100.0,1.27,59.82,MEDIUM,68.14,69.107421875
GEO,35786.0,3.01,83.76,0.63,1.21,2,0.95,16.49,354.99,153.1,512.0,85.16,47.13,3.27,1.2,78.1,1.21,65.51,HIGH,35.27,29.90234375
GEO,35786.0,1.68,61.25,2.76,1.3,3,1.23,5.81,343.31,22.12,512.0,63.45,39.75,7.44,1.32,61.81,1.7,12.31,HIGH,14.6,4.3203125
SSO,643.75,97.47,94.76,2.92,1.29,1,0.75,8.44,432.64,142.39,512.0,13.7,78.49,8.26,1.01,91.28,1.12,69.43,HIGH,16.39,27.810546874999996
SSO,723.14,98.89,65.71,4.33,0.56,3,2.14,35.21,196.56,305.04,512.0,11.69,47.28,2.62,2.51,62.92,2.71,71.54,LOW,93.87,59.57812500000001
LEO,599.14,67.53,80.67,4.46,1.61,1,0.46,10.16,417.15,144.46,512.0,47.37,60.83,1.65,0.75,77.43,0.79,100.0,MEDIUM,68.97,28.21484375
GEO,35786.0,0.32,87.86,3.14,0.88,5,4.22,5.21,228.54,103.76,512.0,38.52,33.37,4.84,4.27,88.95,4.43,0.0,HIGH,21.13,20.265625
SSO,787.98,98.72,78.8,3.7,1.11,1,0.51,19.99,410.05,38.2,512.0,61.33,58.5,8.84,0.68,81.31,0.81,76.59,MEDIUM,74.86,7.460937500000001
GEO,35786.0,0.01,88.62,4.13,1.59,1,1.07,52.85,196.88,59.54,512.0,88.4,67.67,4.76,1.6,89.89,1.57,89.62,HIGH,11.82,11.62890625
LEO,906.07,44.4,44.61,0.82,0.95,2,1.24,7.03,258.93,312.82,512.0,64.36,25.65,6.91,2.13,45.98,1.81,0.0,HIGH,27.45,61.09765625
GEO,35786.0,3.98,51.73,3.97,1.16,5,5.32,28.67,417.67,444.88,512.0,84.61,27.3,8.47,5.88,51.78,5.54,0.0,HIGH,33.53,86.890625
GEO,35786.0,2.34,60.62,3.12,0.76,3,1.74,19.95,283.78,390.49,512.0,45.21,29.81,6.99,2.28,57.38,1.94,9.88,HIGH,43.2,76.267578125
GEO,35786.0,1.24,71.71,1.36,1.44,2,0.85,53.34,264.45,158.33,512.0,31.16,42.07,6.44,1.68,71.86,1.45,27.5,MEDIUM,48.66,30.923828125000004
LEO,883.32,79.77,67.42,0.64,1.11,1,0.73,16.94,288.67,157.57,512.0,59.51,66.14,1.17,1.36,68.57,1.15,66.4,HIGH,14.0,30.775390625
LEO,615.85,92.01,76.75,2.39,0.39,3,1.68,10.67,316.39,54.9,512.0,56.24,61.67,8.22,1.84,74.59,2.05,0.0,HIGH,38.12,10.72265625
GEO,35786.0,1.02,88.69,0.8,0.89,1,1.08,8.68,405.66,469.74,512.0,43.1,67.78,4.96,1.4,82.19,1.67,44.45,HIGH,10.1,91.74609375
SSO,531.24,98.35,57.12,1.17,1.64,5,5.67,51.09,231.12,12.57,512.0,14.16,42.65,4.41,5.73,54.09,6.08,0.0,HIGH,14.62,2.455078125
MEO,7524.94,45.25,44.75,4.36,0.75,2,1.38,6.27,59.64,177.27,512.0,20.55,22.86,5.15,2.04,42.1,1.78,37.48,MEDIUM,45.05,34.623046875
