orbit_type,orbit_altitude_km,inclination_deg,current_battery_percent,solar_exposure_hours,eclipse_duration_hours,payload_count,payload_power_kw,communication_duration_minutes,communication_bandwidth_mbps,onboard_memory_used_gb,onboard_memory_total_gb,cpu_utilization_percent,temperature_celsius,mission_duration_hours,previous_power_consumption_kw,previous_battery_percent,power_consumption_kw,remaining_battery_percent,mission_risk,health_score
LEO,671.8,90.33,46.63,4.04,0.82,2,1.7,41.43,87.02,124.71,512.0,24.34,52.35,3.58,1.7,40.82,2.01,48.23,MEDIUM,57.57
GEO,35786.0,0.85,91.74,3.57,0.87,2,1.13,45.67,326.51,206.36,512.0,47.74,58.05,7.09,1.05,95.1,1.43,68.57,MEDIUM,50.62
LEO,743.78,73.04,64.81,4.22,1.31,4,1.84,31.59,281.85,454.17,512.0,75.74,70.28,8.61,2.01,58.99,2.15,0.0,HIGH,28.21
SSO,520.13,97.38,77.29,1.32,0.52,3,2.01,37.75,182.66,104.71,512.0,91.86,42.42,8.71,2.32,81.22,2.39,0.0,HIGH,28.25
LEO,864.68,87.86,62.64,4.13,1.46,5,2.4,23.91,292.58,252.18,512.0,60.37,78.02,7.63,2.28,55.13,2.65,0.0,HIGH,38.25
SSO,614.28,97.55,45.81,1.64,0.04,3,1.99,15.64,391.18,109.5,512.0,43.34,44.83,6.34,2.37,44.83,2.4,0.0,HIGH,17.19
GEO,35786.0,0.98,34.45,3.24,0.45,4,2.7,59.28,116.59,219.73,512.0,24.61,33.32,4.39,3.3,31.56,3.12,0.0,HIGH,29.86
SSO,748.9,98.74,83.01,1.96,1.8,2,1.89,15.68,136.43,269.0,512.0,68.91,47.42,8.25,2.08,79.91,2.34,0.0,HIGH,34.83
LEO,567.85,81.1,47.18,1.2,1.03,1,0.82,28.65,238.31,192.17,512.0,35.28,51.49,2.32,1.28,47.58,1.22,43.14,MEDIUM,63.92
GEO,35786.0,2.15,37.59,3.55,0.38,2,1.19,48.19,294.23,77.97,512.0,64.41,33.72,7.21,1.57,38.29,1.56,7.11,HIGH,24.06
SSO,659.13,98.98,49.07,1.17,0.74,2,1.42,41.16,312.07,352.31,512.0,81.3,31.15,6.1,1.95,52.65,1.67,0.0,HIGH,11.12
GEO,35786.0,2.44,60.66,2.21,0.07,3,2.69,27.91,212.18,19.28,512.0,44.85,24.33,3.95,3.31,53.8,3.15,6.42,HIGH,10.01
LEO,625.48,45.05,60.1,0.6,1.26,3,3.23,46.9,398.79,160.17,512.0,68.31,65.62,6.76,4.1,59.6,3.8,0.0,HIGH,19.43
GEO,35786.0,0.74,59.16,4.08,0.03,4,1.92,34.34,214.53,292.54,512.0,73.33,28.8,8.92,2.14,61.66,2.21,0.0,HIGH,26.4
MEO,11071.36,45.72,94.24,4.08,0.86,2,1.96,7.55,254.76,152.08,512.0,83.23,36.77,6.41,2.52,95.04,2.17,52.99,MEDIUM,66.08
GEO,35786.0,3.03,34.96,2.6,0.21,2,1.4,11.91,124.37,239.82,512.0,87.46,33.24,5.58,1.69,38.09,1.6,8.11,HIGH,11.96
GEO,35786.0,1.82,54.29,2.05,1.47,4,3.39,30.17,283.08,239.85,512.0,85.28,67.48,9.67,3.58,57.09,3.95,0.0,HIGH,23.7
LEO,809.06,65.42,30.46,0.77,0.22,2,1.01,35.97,98.49,197.15,512.0,83.68,20.32,6.86,1.65,27.19,1.58,0.0,HIGH,26.02
LEO,727.32,82.72,38.29,3.8,0.68,3,1.47,38.54,188.05,353.52,512.0,74.87,71.23,2.5,1.66,38.03,1.79,54.8,HIGH,42.1
LEO,482.77,53.96,52.74,4.46,0.67,2,1.53,44.06,202.03,23.48,512.0,14.35,73.09,7.28,2.23,45.74,2.01,10.99,HIGH,35.42
MEO,2670.06,58.43,33.88,3.59,1.4,3,3.34,47.57,409.24,13.75,512.0,55.57,44.52,9.35,3.99,31.94,3.92,0.0,HIGH,43.69
GEO,35786.0,0.96,58.3,4.12,1.14,4,3.06,17.56,432.74,179.38,512.0,30.72,48.07,7.45,3.38,52.45,3.5,0.0,HIGH,34.44
LEO,796.1,61.8,57.85,4.17,0.71,4,2.87,9.5,250.8,237.77,512.0,88.98,53.28,1.13,3.65,55.16,3.39,82.91,HIGH,23.68
LEO,626.01,85.15,61.13,3.01,0.5,2,1.75,54.1,200.87,31.68,512.0,33.28,49.28,1.37,2.36,53.22,2.29,76.78,LOW,79.94
GEO,35786.0,1.55,43.05,4.43,0.87,2,1.31,16.37,227.8,297.52,512.0,67.31,44.68,5.94,1.36,44.77,1.61,34.24,MEDIUM,73.0
LEO,942.92,93.06,44.95,0.71,0.91,5,2.72,13.98,125.36,460.4,512.0,28.42,24.02,7.16,3.02,41.27,2.92,0.0,HIGH,17.99
LEO,330.86,88.14,51.15,0.59,0.96,3,3.53,14.62,310.14,457.69,512.0,34.01,64.91,5.96,4.0,45.93,3.93,0.0,HIGH,32.69
MEO,16392.12,55.88,69.76,0.53,1.08,4,1.98,38.91,404.98,97.69,512.0,73.39,35.46,3.15,2.3,70.91,2.3,29.01,MEDIUM,63.05
SSO,705.43,97.7,99.55,4.42,1.49,4,3.9,44.45,367.47,95.72,512.0,19.28,27.05,8.8,4.52,97.87,4.19,0.0,HIGH,14.73
LEO,494.06,47.52,92.47,4.05,0.55,4,3.47,12.07,178.52,234.04,512.0,83.72,70.48,8.33,3.31,84.78,3.7,0.0,HIGH,10.61
SSO,547.8,97.22,37.82,2.03,0.69,3,1.93,7.06,194.27,242.99,512.0,44.28,35.64,2.52,2.24,34.98,2.34,23.93,HIGH,25.29
LEO,415.42,61.12,41.41,3.58,0.33,5,5.06,35.94,338.95,11.47,512.0,76.28,57.63,1.5,5.15,42.88,5.53,30.62,MEDIUM,68.59
SSO,681.35,97.2,58.8,3.09,0.8,1,0.78,29.67,318.18,114.02,512.0,14.65,44.66,3.92,1.44,57.37,1.2,65.38,LOW,99.33
MEO,9929.29,55.77,47.76,2.6,0.82,3,3.33,32.64,96.25,344.74,512.0,43.82,23.26,2.95,4.06,48.63,3.69,8.14,HIGH,42.54
LEO,809.71,38.13,42.12,2.28,0.2,1,1.01,34.33,353.3,383.05,512.0,50.96,21.74,8.46,1.14,39.45,1.24,1.24,HIGH,37.46
MEO,6933.18,49.19,90.92,1.92,0.72,2,1.22,44.73,422.15,215.59,512.0,73.56,47.68,5.89,1.49,84.4,1.46,58.0,MEDIUM,49.59
LEO,791.95,61.36,43.14,1.28,0.38,1,0.66,20.18,127.06,124.83,512.0,85.8,78.06,5.4,0.91,47.39,0.98,24.05,HIGH,44.38
MEO,4897.05,53.94,90.85,4.15,1.39,1,0.8,5.08,110.86,103.79,512.0,18.7,71.08,2.99,0.99,95.52,1.15,100.0,HIGH,35.04
SSO,598.54,97.74,31.82,3.49,1.59,3,1.4,57.14,167.3,215.27,512.0,92.37,54.2,9.03,1.64,35.93,1.66,0.0,HIGH,36.66
SSO,771.11,97.82,46.11,1.87,0.08,4,2.34,8.3,91.91,111.9,512.0,48.61,62.1,2.47,2.78,38.58,2.78,23.99,HIGH,16.92
MEO,15368.55,49.52,41.54,0.69,0.99,5,3.95,18.37,234.33,169.39,512.0,73.2,26.57,5.67,4.54,41.82,4.18,0.0,HIGH,22.46
MEO,19438.81,59.72,63.74,3.3,0.27,3,3.06,35.89,327.63,329.9,512.0,52.0,28.2,2.73,3.29,59.54,3.53,40.62,MEDIUM,61.76
LEO,536.63,58.83,71.43,2.64,1.65,5,5.84,18.86,313.69,338.38,512.0,76.54,21.07,4.0,6.21,75.84,6.31,0.0,HIGH,22.17
MEO,13398.6,54.32,37.04,4.24,0.0,2,1.38,22.67,346.51,23.21,512.0,17.01,51.61,2.96,1.26,39.48,1.6,57.05,MEDIUM,59.65
MEO,16370.21,46.3,54.14,0.75,0.96,4,3.42,51.14,341.04,27.1,512.0,94.27,78.2,7.14,3.3,54.44,3.62,0.0,HIGH,18.39
SSO,653.72,98.57,30.51,0.69,1.29,2,1.64,31.2,209.42,180.74,512.0,29.03,59.32,9.91,2.01,28.59,2.03,0.0,HIGH,14.27
LEO,323.69,81.92,93.58,2.95,1.41,2,1.48,7.36,274.72,68.36,512.0,51.08,78.74,7.15,1.73,94.88,1.91,40.3,HIGH,33.88
LEO,692.29,96.29,80.35,1.47,0.11,3,1.53,35.31,394.46,157.51,512.0,52.37,52.54,4.73,1.7,81.22,1.95,38.14,MEDIUM,52.5
LEO,493.73,65.16,74.66,0.99,0.53,5,5.24,45.24,427.54,117.72,512.0,78.88,62.59,1.51,5.48,70.29,5.69,30.8,MEDIUM,51.65
MEO,15086.32,59.17,83.14,4.08,0.71,2,0.93,14.06,410.43,30.75,512.0,11.39,24.83,9.24,1.39,75.2,1.51,41.56,MEDIUM,48.84
GEO,35786.0,3.09,47.16,2.13,0.95,2,1.22,35.93,194.77,187.52,512.0,93.52,61.18,8.98,1.68,49.69,1.67,0.0,HIGH,28.79
MEO,7964.96,47.74,87.62,2.25,1.43,5,2.6,5.26,378.55,163.05,512.0,24.49,48.09,2.71,3.0,85.79,2.9,63.57,LOW,82.84
SSO,646.69,98.12,65.84,0.97,1.5,1,0.75,51.27,388.12,318.79,512.0,79.47,48.08,4.39,1.34,68.13,1.21,42.93,MEDIUM,73.97
SSO,664.74,97.45,70.29,1.55,0.36,2,0.95,9.71,151.78,157.96,512.0,53.36,44.95,1.67,1.32,69.75,1.45,73.2,LOW,94.6
LEO,874.2,60.79,53.64,2.96,0.99,3,3.53,20.23,90.99,402.37,512.0,41.81,59.48,5.04,4.03,56.18,3.94,0.0,HIGH,24.41
MEO,10820.82,49.68,62.6,2.97,1.0,3,1.22,54.18,416.48,463.85,512.0,25.87,49.27,6.51,1.53,58.02,1.63,29.45,MEDIUM,68.72
SSO,603.55,98.9,95.05,0.71,0.81,2,1.16,23.32,320.13,371.84,512.0,89.26,23.13,5.15,1.5,90.16,1.49,53.76,HIGH,26.29
LEO,668.15,91.64,55.86,2.93,1.8,2,1.99,53.16,387.38,435.87,512.0,72.59,68.85,1.41,2.65,58.06,2.47,68.34,HIGH,43.52
SSO,620.53,97.07,66.99,3.94,0.79,3,2.89,59.52,380.8,46.61,512.0,36.57,61.11,2.02,3.33,62.62,3.18,72.4,MEDIUM,62.7
LEO,801.31,58.61,96.7,1.53,1.58,1,0.99,58.11,174.46,474.41,512.0,35.24,59.31,7.91,1.16,94.63,1.23,52.05,MEDIUM,68.25
SSO,719.64,98.15,69.59,3.02,0.24,3,3.56,18.2,131.87,424.89,512.0,37.13,33.68,3.1,3.8,62.9,4.16,21.89,HIGH,31.23
GEO,35786.0,0.31,35.12,4.39,1.2,3,1.44,52.58,405.46,296.3,512.0,92.25,58.46,7.68,1.45,35.1,1.84,0.0,HIGH,17.56
SSO,678.04,98.39,70.56,4.39,0.82,1,0.75,17.63,310.42,430.51,512.0,40.74,58.49,3.57,1.04,75.19,1.03,99.25,MEDIUM,55.59
GEO,35786.0,1.15,32.13,3.27,0.62,5,4.53,5.56,139.14,321.03,512.0,70.84,55.97,9.42,4.68,32.96,4.8,0.0,HIGH,34.38
LEO,458.37,87.0,90.76,1.0,0.29,3,1.49,25.57,68.13,374.68,512.0,43.22,71.26,2.85,2.03,89.59,1.78,69.76,HIGH,34.39
SSO,666.42,98.36,97.13,3.21,0.3,4,3.6,25.86,293.82,426.65,512.0,77.87,70.75,3.52,3.71,93.92,3.97,44.84,HIGH,18.93
LEO,842.13,43.8,53.39,0.89,1.2,2,0.96,29.99,112.49,476.57,512.0,48.39,20.11,9.74,1.53,56.07,1.4,0.0,HIGH,38.53
LEO,712.45,96.01,40.7,0.5,0.51,2,2.17,14.07,169.6,325.78,512.0,52.97,59.15,9.87,2.75,44.99,2.62,0.0,HIGH,26.56
GEO,35786.0,4.96,63.46,2.23,0.95,2,1.17,16.62,66.97,47.82,512.0,25.43,25.47,3.32,1.33,62.77,1.66,54.4,LOW,97.59
GEO,35786.0,1.49,82.15,2.46,0.21,2,1.76,15.07,172.73,259.89,512.0,33.12,35.95,3.06,2.35,77.86,2.32,65.45,LOW,94.04
SSO,546.67,97.11,90.69,3.76,0.51,1,0.72,22.18,109.72,274.45,512.0,43.58,74.9,1.11,1.35,93.74,1.07,100.0,HIGH,34.31
GEO,35786.0,4.88,69.09,1.57,1.27,4,4.43,38.28,144.35,350.27,512.0,76.46,74.67,5.74,4.74,69.31,4.72,0.0,HIGH,42.19
SSO,563.38,97.71,98.72,2.13,0.52,4,4.6,5.88,436.26,42.06,512.0,49.51,70.96,5.85,4.85,91.15,5.2,0.0,HIGH,16.74
GEO,35786.0,1.51,69.16,3.09,0.07,5,5.54,47.67,269.08,267.42,512.0,68.78,41.72,5.75,6.16,62.14,5.87,0.0,HIGH,35.99
LEO,711.43,51.71,41.81,0.66,0.54,1,0.45,55.45,439.21,457.15,512.0,44.45,60.83,8.76,1.14,43.08,1.01,0.0,HIGH,16.88
GEO,35786.0,2.04,98.77,2.16,0.01,4,4.36,58.26,407.7,228.06,512.0,70.8,78.41,4.84,4.72,91.65,4.66,0.0,HIGH,43.46
GEO,35786.0,0.12,45.05,0.88,1.08,3,3.32,28.81,272.88,90.43,512.0,75.34,43.65,4.67,3.41,37.63,3.55,0.0,HIGH,33.88
SSO,775.39,97.98,39.51,0.92,1.54,4,2.33,9.64,138.04,61.09,512.0,30.72,35.0,7.79,2.8,32.65,2.81,0.0,HIGH,22.43
MEO,3827.76,49.85,76.11,4.36,0.75,5,2.12,17.8,248.13,109.62,512.0,22.67,73.54,2.02,2.81,68.32,2.49,95.66,HIGH,16.49
SSO,650.78,97.69,56.65,0.91,1.15,3,2.85,45.14,113.7,25.27,512.0,69.33,51.49,3.68,3.13,55.04,3.07,0.0,HIGH,40.8
LEO,773.67,33.3,35.2,2.67,0.81,2,2.15,12.71,228.27,236.02,512.0,16.72,49.42,1.25,2.58,36.52,2.74,45.0,MEDIUM,63.02
GEO,35786.0,2.07,73.18,3.38,0.7,5,2.36,39.57,99.28,104.98,512.0,16.6,28.77,4.36,2.92,75.85,2.87,32.52,MEDIUM,69.17
LEO,775.24,89.64,66.52,2.92,1.12,2,2.08,29.03,446.9,14.03,512.0,75.75,76.49,7.63,3.0,67.0,2.66,0.0,HIGH,33.6
MEO,10223.95,56.42,93.76,0.99,0.05,2,2.21,51.59,307.19,325.2,512.0,16.85,72.11,4.4,2.34,92.74,2.69,28.9,HIGH,36.52
MEO,11662.97,50.82,77.42,3.66,1.14,3,3.24,44.89,406.37,261.85,512.0,87.68,26.49,6.87,3.36,72.74,3.58,0.0,HIGH,12.02
MEO,10161.99,51.54,94.95,1.79,1.58,2,0.99,54.23,231.82,268.57,512.0,58.93,44.74,5.57,1.77,87.41,1.59,58.87,LOW,80.56
LEO,600.84,52.1,99.06,3.41,0.96,4,4.31,55.26,96.01,278.43,512.0,43.65,63.76,2.42,4.57,94.49,4.87,63.22,MEDIUM,65.36
LEO,608.49,95.9,84.24,1.86,1.56,1,1.06,46.69,152.21,321.41,512.0,37.71,33.21,7.04,1.87,82.29,1.61,33.08,MEDIUM,57.4
SSO,728.7,98.95,67.39,2.01,0.51,4,1.79,19.26,330.66,27.25,512.0,22.94,26.39,7.42,2.33,61.79,2.38,0.0,HIGH,19.09
GEO,35786.0,0.88,86.39,3.27,0.65,2,2.32,19.21,230.53,432.95,512.0,76.92,31.16,2.32,3.17,85.81,2.85,82.74,MEDIUM,50.55
MEO,13277.84,54.55,39.49,3.06,1.62,1,0.81,47.13,160.43,74.8,512.0,93.72,46.72,9.93,1.64,37.71,1.38,0.0,HIGH,32.77
GEO,35786.0,1.29,75.27,1.05,0.93,1,0.74,49.0,159.05,283.79,512.0,23.04,21.33,4.74,1.11,79.19,1.33,46.77,LOW,94.1
SSO,573.98,98.65,47.57,3.37,1.39,3,2.27,54.14,149.89,210.64,512.0,91.22,37.48,9.17,2.38,45.83,2.67,0.0,HIGH,11.91
SSO,741.07,97.17,52.14,2.81,0.48,1,1.11,44.46,290.05,449.26,512.0,48.87,67.52,9.33,1.69,49.2,1.7,0.0,HIGH,44.09
MEO,17626.33,54.27,58.64,1.84,0.71,1,0.46,40.61,163.58,224.53,512.0,87.92,46.3,9.97,0.71,61.13,1.05,12.46,HIGH,11.26
GEO,35786.0,5.0,35.52,0.82,0.79,4,3.2,13.7,78.58,96.64,512.0,54.68,63.67,2.42,3.63,34.76,3.41,0.0,HIGH,15.08
MEO,15012.44,47.46,35.77,0.99,1.15,2,1.6,15.0,78.14,442.69,512.0,49.54,37.06,9.63,2.24,39.63,1.98,0.0,HIGH,41.4
SSO,587.68,97.03,75.11,2.02,0.5,1,0.74,54.78,299.17,355.1,512.0,29.83,30.53,1.45,0.89,72.7,0.95,90.36,LOW,92.9
MEO,16327.78,55.77,41.25,3.28,0.73,3,2.54,48.73,170.82,42.48,512.0,67.29,41.11,3.45,3.34,38.63,3.09,11.33,HIGH,15.28
MEO,5194.4,54.87,53.89,0.69,1.51,1,0.82,6.29,111.71,318.5,512.0,31.8,53.98,2.16,1.11,49.18,1.04,47.63,MEDIUM,45.42
LEO,707.77,83.18,94.93,3.2,0.87,3,1.99,26.48,446.94,303.51,512.0,18.41,72.23,8.91,2.6,91.23,2.27,1.53,HIGH,38.01
GEO,35786.0,4.56,60.25,2.74,1.05,2,1.74,9.79,440.1,212.89,512.0,28.14,24.77,7.76,2.05,59.63,1.97,0.0,HIGH,34.93
LEO,833.19,94.67,64.97,2.06,0.49,4,1.61,45.11,240.37,361.96,512.0,90.8,72.22,5.71,2.01,67.85,2.12,11.16,HIGH,35.26
SSO,604.75,98.24,82.56,2.58,1.54,4,4.18,21.8,158.68,289.96,512.0,67.85,52.89,3.69,4.98,85.61,4.77,0.0,HIGH,37.15
SSO,615.11,97.27,65.99,2.15,0.45,4,4.31,48.16,86.78,328.36,512.0,73.79,75.53,3.68,5.08,70.16,4.75,0.0,HIGH,21.2
GEO,35786.0,3.87,37.07,2.24,0.98,1,0.51,56.85,434.83,68.94,512.0,77.7,41.97,8.12,0.69,39.2,1.08,6.89,HIGH,25.68
GEO,35786.0,2.64,77.61,2.33,0.88,4,3.05,53.23,112.43,242.56,512.0,59.17,73.04,5.07,3.43,70.31,3.31,0.0,HIGH,44.41
SSO,622.88,97.85,98.48,4.23,1.64,2,1.72,45.56,329.95,447.2,512.0,37.03,35.14,5.62,1.88,97.84,2.04,74.71,LOW,84.3
LEO,923.51,77.0,63.89,3.35,0.77,5,4.73,40.04,68.23,197.78,512.0,69.54,78.0,6.57,4.66,63.55,4.99,0.0,HIGH,21.81
GEO,35786.0,0.19,72.33,1.12,0.41,3,1.83,21.4,430.55,170.1,512.0,66.37,25.79,9.59,2.05,70.57,2.06,0.0,HIGH,36.88
MEO,17527.86,54.36,89.25,2.43,0.2,5,3.84,29.04,214.42,371.01,512.0,61.13,39.22,6.54,4.49,85.44,4.13,0.0,HIGH,37.66
SSO,766.64,98.7,45.31,1.26,1.49,5,3.95,17.71,164.74,232.82,512.0,23.99,43.67,4.05,4.48,38.56,4.24,0.0,HIGH,22.79
SSO,797.4,97.41,31.61,4.0,0.61,5,5.62,6.69,192.86,168.58,512.0,64.97,72.38,2.12,6.43,26.53,6.11,0.0,HIGH,32.55
GEO,35786.0,0.36,42.51,1.39,1.74,2,1.64,42.79,228.7,222.58,512.0,46.95,56.84,8.03,2.42,42.12,2.11,0.0,HIGH,22.99
SSO,703.41,98.96,50.79,3.13,0.18,3,2.1,11.87,121.11,425.68,512.0,72.96,61.23,5.56,2.56,46.6,2.61,0.0,HIGH,37.51
LEO,390.15,57.92,63.13,1.15,0.69,3,2.23,26.92,245.84,101.13,512.0,88.37,70.74,1.26,3.16,62.67,2.83,53.74,HIGH,14.91
MEO,17534.06,59.74,75.86,1.85,0.53,1,0.49,54.76,117.4,378.57,512.0,17.63,46.22,3.62,0.97,70.82,0.81,79.07,LOW,92.82
GEO,35786.0,0.63,64.19,2.29,1.13,1,1.06,56.46,198.35,81.2,512.0,57.13,79.99,4.03,1.32,64.29,1.56,50.81,HIGH,33.97
GEO,35786.0,4.63,58.15,0.54,0.72,1,1.15,8.67,226.2,317.89,512.0,82.08,21.06,5.89,1.62,62.73,1.68,0.5,HIGH,25.31
GEO,35786.0,1.36,76.77,2.72,0.23,1,1.09,52.59,334.25,30.02,512.0,36.37,48.81,1.68,1.5,71.38,1.47,93.3,LOW,81.84
LEO,403.34,65.29,81.0,2.39,1.47,5,3.24,42.91,293.84,327.85,512.0,83.73,61.22,3.6,3.41,84.3,3.78,21.16,HIGH,26.71
GEO,35786.0,0.75,87.5,1.05,1.58,4,4.15,29.82,266.82,85.57,512.0,36.12,66.36,3.1,4.38,84.76,4.68,5.84,HIGH,36.39
LEO,308.01,47.79,34.54,1.18,1.29,4,4.07,42.74,81.06,209.45,512.0,93.97,26.94,9.98,4.59,34.61,4.32,0.0,HIGH,25.06
SSO,587.01,97.06,52.1,2.12,1.09,4,4.13,33.71,174.9,456.28,512.0,42.64,69.94,5.85,4.62,50.53,4.65,0.0,HIGH,40.55
LEO,697.82,90.04,32.19,1.36,0.3,1,0.61,36.86,125.6,302.84,512.0,33.32,27.6,2.5,0.8,30.31,0.98,32.47,MEDIUM,53.0
GEO,35786.0,4.41,51.49,2.34,1.65,5,4.33,52.47,231.2,111.0,512.0,36.47,49.91,4.44,4.66,46.75,4.64,0.0,HIGH,30.55
GEO,35786.0,0.09,71.39,0.8,0.14,1,1.06,26.64,348.57,90.59,512.0,60.27,45.96,8.97,1.02,70.34,1.38,0.49,HIGH,25.13
GEO,35786.0,1.23,82.66,0.79,0.75,5,5.74,45.02,194.24,95.37,512.0,40.39,67.31,1.81,6.54,74.94,6.2,19.23,HIGH,26.93
SSO,515.8,98.36,66.38,2.43,1.17,1,1.07,27.75,192.4,389.5,512.0,30.55,25.12,8.24,1.95,68.38,1.64,7.64,HIGH,25.0
MEO,11581.2,57.52,81.01,2.4,1.32,2,1.65,50.49,269.91,43.63,512.0,65.59,46.15,1.41,2.43,83.71,2.05,90.93,LOW,86.77
MEO,6291.42,56.25,58.73,2.07,0.39,3,3.08,13.85,351.02,166.07,512.0,50.35,67.26,9.51,3.13,52.28,3.53,0.0,HIGH,41.88
LEO,484.75,61.81,81.05,1.89,0.42,3,1.39,36.24,436.32,464.91,512.0,48.75,47.58,2.75,1.87,82.47,1.63,74.59,LOW,84.89
MEO,5576.11,45.59,34.75,3.3,1.24,1,1.16,11.05,83.39,213.37,512.0,66.76,66.63,6.96,1.03,39.67,1.41,10.71,HIGH,28.78
SSO,696.09,98.5,72.22,0.8,1.21,1,0.74,12.51,421.24,88.28,512.0,64.9,41.66,6.91,1.5,76.76,1.19,28.42,MEDIUM,72.12
MEO,19601.27,47.62,40.1,0.62,1.78,1,1.16,14.81,414.67,32.75,512.0,72.25,57.63,7.13,1.86,40.01,1.74,0.0,HIGH,20.41
GEO,35786.0,0.96,81.19,1.4,0.62,1,1.09,30.42,257.82,220.21,512.0,63.1,53.05,4.1,1.09,78.6,1.44,59.5,MEDIUM,66.09
MEO,8894.55,46.3,96.53,4.08,0.08,5,3.29,42.43,58.22,145.92,512.0,64.86,33.81,5.81,3.26,97.42,3.62,8.7,HIGH,36.73
LEO,803.31,30.69,49.43,3.03,1.57,3,3.15,57.46,171.09,350.21,512.0,85.6,40.88,7.76,3.6,42.04,3.56,0.0,HIGH,28.97
GEO,35786.0,4.86,34.6,1.44,0.36,4,1.87,36.32,242.16,113.18,512.0,85.42,44.89,9.66,2.38,31.69,2.3,0.0,HIGH,13.75
MEO,2442.41,46.77,64.37,3.4,1.35,2,2.39,41.86,234.19,250.61,512.0,85.5,49.79,8.24,2.78,67.7,2.6,0.0,HIGH,20.96
SSO,695.02,97.53,57.52,2.98,1.01,1,0.74,15.89,402.88,161.26,512.0,25.27,45.89,9.12,1.12,53.48,1.25,19.25,HIGH,36.16
MEO,18707.61,52.35,73.34,1.99,0.6,1,0.92,25.73,197.01,308.94,512.0,64.99,33.59,7.15,1.41,78.18,1.44,30.48,MEDIUM,53.05
GEO,35786.0,0.82,67.04,1.88,1.21,1,0.97,48.99,429.06,126.15,512.0,31.5,27.0,3.14,0.89,59.63,1.21,64.99,LOW,96.32
SSO,661.6,98.35,31.23,4.31,1.41,5,2.26,27.02,370.52,432.75,512.0,37.03,39.11,2.74,2.16,33.85,2.47,38.98,MEDIUM,67.09
SSO,675.09,98.37,85.54,3.69,0.93,1,1.09,48.99,379.35,218.81,512.0,27.37,47.04,6.05,1.53,82.01,1.35,76.83,LOW,98.08
LEO,348.87,79.6,87.43,3.69,1.15,1,0.78,17.6,389.24,48.56,512.0,23.42,67.27,8.8,0.96,80.8,1.32,56.11,HIGH,24.49
MEO,5615.57,54.89,75.21,3.94,0.53,4,3.32,54.61,106.73,234.79,512.0,48.68,50.58,8.53,3.97,74.05,3.68,0.0,HIGH,38.29
MEO,3960.82,56.38,64.4,1.93,0.25,1,0.47,35.86,180.69,197.11,512.0,45.16,36.82,2.28,1.28,59.89,0.98,73.07,LOW,90.87
LEO,900.0,56.21,45.38,1.96,0.77,5,2.16,33.67,418.59,469.42,512.0,19.44,66.53,6.53,2.51,44.37,2.73,0.0,HIGH,22.51
GEO,35786.0,1.28,41.25,0.79,1.6,2,2.21,32.76,443.91,388.25,512.0,50.04,50.75,9.59,2.83,38.54,2.72,0.0,HIGH,32.67
MEO,18263.31,45.07,82.97,3.3,1.34,2,1.56,6.35,313.77,300.46,512.0,16.79,74.04,8.19,1.9,76.13,2.12,9.69,HIGH,10.61
SSO,553.61,98.61,40.45,1.45,0.88,3,1.85,39.6,357.0,338.78,512.0,62.9,40.12,3.18,2.49,33.23,2.17,13.04,HIGH,44.25
GEO,35786.0,3.1,86.14,2.02,1.55,5,3.44,16.76,166.84,14.02,512.0,15.58,77.12,1.43,4.0,89.46,3.85,74.64,HIGH,11.97
MEO,13611.6,59.51,88.0,3.07,1.32,2,1.4,29.79,132.92,470.82,512.0,52.68,44.75,8.9,1.63,86.31,1.64,29.7,MEDIUM,47.79
MEO,4479.47,55.11,40.63,3.92,0.32,3,2.59,48.93,439.44,131.0,512.0,71.3,56.93,8.21,3.31,41.2,2.92,0.0,HIGH,20.55
MEO,14781.5,54.8,74.45,2.24,1.62,1,0.77,51.82,265.39,390.17,512.0,41.89,60.09,9.96,0.75,67.28,1.03,34.32,MEDIUM,52.72
SSO,743.56,98.41,50.03,4.4,1.02,5,4.17,11.73,140.7,33.62,512.0,16.26,25.91,3.57,4.73,46.45,4.42,0.29,HIGH,12.59
LEO,680.8,48.24,57.29,3.36,1.66,4,4.29,42.48,329.57,263.85,512.0,21.4,39.17,4.82,4.45,61.84,4.56,0.0,HIGH,34.71
GEO,35786.0,1.97,94.03,3.9,0.95,4,2.2,25.9,280.06,35.25,512.0,29.9,27.35,5.35,2.74,98.79,2.45,55.66,LOW,98.65
GEO,35786.0,3.42,98.18,3.86,0.29,3,3.15,40.94,222.63,474.44,512.0,25.93,70.83,6.25,3.53,100.0,3.47,3.45,HIGH,16.86
GEO,35786.0,2.63,34.44,4.34,1.8,1,0.65,44.51,239.38,331.24,512.0,41.11,23.81,1.83,1.16,27.79,1.05,74.02,LOW,76.23
SSO,652.1,97.13,60.29,3.97,1.52,3,1.76,13.73,394.5,437.93,512.0,27.4,26.12,1.69,2.51,52.55,2.21,83.78,LOW,97.23
MEO,6787.36,58.46,54.96,1.4,0.92,5,2.14,10.79,197.2,348.34,512.0,69.68,77.65,7.79,2.41,48.95,2.42,0.0,HIGH,21.12
MEO,9887.69,47.86,72.02,3.79,1.5,3,3.01,58.13,326.7,390.92,512.0,54.65,27.41,7.15,3.24,66.08,3.45,0.0,HIGH,36.08
