payload_id,satellite_id,mission_id,payload_type,operation_duration_minutes,power_consumed_kw,memory_generated_gb,temperature_celsius,operation_status
PAY-07173,SAT-0051,MIS-007173,SAR Radar,226,6.0,99.6,32.6,Completed
PAY-07174,SAT-0012,MIS-007174,Camera,382,4.98,300.0,48.3,Completed
PAY-07175,SAT-0053,MIS-007175,Camera,789,0.8,138.0,34.1,Completed
PAY-07176,SAT-0035,MIS-007176,Multispectral Sensor,87,5.26,154.8,44.0,Completed
PAY-07177,SAT-0073,MIS-007177,SAR Radar,1308,6.0,117.6,31.4,Completed
PAY-07178,SAT-0070,MIS-007178,Communication Antenna,108,1.86,52.8,28.7,Completed
PAY-07179,SAT-0034,MIS-007179,Thermal Sensor,102,3.86,136.2,39.5,Completed
PAY-07180,SAT-0068,MIS-007180,Communication Antenna,925,5.31,222.0,54.9,Completed
PAY-07181,SAT-0052,MIS-007181,Multispectral Sensor,277,4.82,181.2,49.4,Completed
PAY-07182,SAT-0078,MIS-007182,Communication Antenna,1240,4.22,225.0,57.0,Completed
PAY-07183,SAT-0026,MIS-007183,Communication Antenna,1390,3.76,235.2,47.8,Completed
PAY-07184,SAT-0009,MIS-007184,Thermal Sensor,546,5.01,207.0,46.4,Completed
PAY-07185,SAT-0025,MIS-007185,Thermal Sensor,822,3.48,183.0,46.8,Completed
PAY-07186,SAT-0091,MIS-007186,SAR Radar,1399,6.0,192.6,46.4,Completed
PAY-07187,SAT-0064,MIS-007187,Multispectral Sensor,741,1.41,102.6,34.9,Completed
PAY-07188,SAT-0090,MIS-007188,Multispectral Sensor,1155,7.46,300.0,66.4,Completed
PAY-07189,SAT-0093,MIS-007189,Communication Antenna,205,0.5,36.0,22.6,Completed
PAY-07190,SAT-0043,MIS-007190,Multispectral Sensor,891,5.28,229.8,58.2,Completed
PAY-07191,SAT-0100,MIS-007191,Communication Antenna,975,0.9,95.4,30.7,Completed
PAY-07192,SAT-0030,MIS-007192,Camera,880,0.5,148.0,29.1,Completed
PAY-07193,SAT-0088,MIS-007193,Communication Antenna,670,4.73,205.2,46.7,Completed
PAY-07194,SAT-0034,MIS-007194,Multispectral Sensor,1418,7.32,300.0,65.4,Completed
PAY-07195,SAT-0084,MIS-007195,Communication Antenna,378,0.58,40.2,14.5,Completed
PAY-07196,SAT-0014,MIS-007196,SAR Radar,327,6.0,219.6,50.8,Completed
PAY-07197,SAT-0042,MIS-007197,Camera,1036,6.22,457.0,58.5,Completed
PAY-07198,SAT-0064,MIS-007198,Communication Antenna,889,5.77,264.6,60.5,Completed
PAY-07199,SAT-0046,MIS-007199,Thermal Sensor,1344,5.53,300.0,59.2,Completed
PAY-07200,SAT-0002,MIS-007200,SAR Radar,202,6.0,73.2,21.1,Completed
PAY-07201,SAT-0040,MIS-007201,Communication Antenna,1186,3.56,213.6,48.1,Completed
PAY-07202,SAT-0065,MIS-007202,Camera,904,7.52,500.0,58.2,Completed
PAY-07203,SAT-0030,MIS-007203,Camera,1425,6.47,500.0,61.6,Completed
PAY-07204,SAT-0010,MIS-007204,Communication Antenna,142,6.79,247.2,56.4,Completed
PAY-07205,SAT-0019,MIS-007205,Thermal Sensor,471,6.4,238.2,57.0,Completed
PAY-07206,SAT-0009,MIS-007206,Communication Antenna,520,3.44,161.4,40.6,Completed
PAY-07207,SAT-0017,MIS-007207,Multispectral Sensor,685,6.62,276.0,62.2,Completed
PAY-07208,SAT-0021,MIS-007208,Thermal Sensor,464,3.39,150.6,46.6,Completed
PAY-07209,SAT-0042,MIS-007209,Multispectral Sensor,1406,3.32,238.8,46.2,Completed
PAY-07210,SAT-0087,MIS-007210,Communication Antenna,911,4.7,224.4,51.5,Completed
PAY-07211,SAT-0006,MIS-007211,Camera,723,0.5,113.0,30.9,Completed
PAY-07212,SAT-0092,MIS-007212,Multispectral Sensor,487,5.71,229.8,55.3,Completed
PAY-07213,SAT-0018,MIS-007213,Multispectral Sensor,1068,0.52,91.2,32.0,Completed
PAY-07214,SAT-0009,MIS-007214,Communication Antenna,615,5.14,199.2,53.0,Completed
PAY-07215,SAT-0061,MIS-007215,SAR Radar,1100,6.0,163.8,37.5,Completed
PAY-07216,SAT-0008,MIS-007216,Multispectral Sensor,1105,3.78,205.2,53.7,Completed
PAY-07217,SAT-0098,MIS-007217,Camera,921,4.64,387.0,55.1,Completed
PAY-07218,SAT-0024,MIS-007218,Thermal Sensor,1127,5.61,289.8,62.2,Completed
PAY-07219,SAT-0086,MIS-007219,Multispectral Sensor,1198,0.5,116.4,34.7,Completed
PAY-07220,SAT-0025,MIS-007220,Thermal Sensor,1438,4.07,231.6,56.9,Completed
PAY-07221,SAT-0095,MIS-007221,SAR Radar,108,6.0,58.2,21.5,Completed
PAY-07222,SAT-0021,MIS-007222,Camera,133,4.48,271.0,35.9,Completed
PAY-07223,SAT-0054,MIS-007223,Camera,258,2.21,184.0,31.9,Completed
PAY-07224,SAT-0075,MIS-007224,Multispectral Sensor,900,0.68,75.0,30.9,Completed
PAY-07225,SAT-0079,MIS-007225,Thermal Sensor,607,3.34,171.0,43.2,Completed
PAY-07226,SAT-0062,MIS-007226,Multispectral Sensor,514,0.5,60.6,18.2,Completed
PAY-07227,SAT-0008,MIS-007227,Multispectral Sensor,1334,3.09,195.0,51.3,Completed
PAY-07228,SAT-0046,MIS-007228,Thermal Sensor,454,5.59,229.8,45.5,Completed
PAY-07229,SAT-0050,MIS-007229,Communication Antenna,241,5.23,171.0,47.7,Completed
PAY-07230,SAT-0006,MIS-007230,SAR Radar,1104,6.0,238.8,57.1,Completed
PAY-07231,SAT-0099,MIS-007231,Thermal Sensor,916,6.61,300.0,62.3,Completed
PAY-07232,SAT-0016,MIS-007232,Multispectral Sensor,250,5.73,205.8,45.5,Completed
PAY-07233,SAT-0093,MIS-007233,Thermal Sensor,961,4.91,238.2,55.9,Completed
PAY-07234,SAT-0055,MIS-007234,SAR Radar,723,6.0,172.2,42.6,Completed
PAY-07235,SAT-0002,MIS-007235,Communication Antenna,1263,2.55,189.0,48.1,Completed
PAY-07236,SAT-0059,MIS-007236,Thermal Sensor,765,7.56,297.6,57.6,Completed
PAY-07237,SAT-0050,MIS-007237,SAR Radar,1366,6.0,268.2,59.5,Completed
PAY-07238,SAT-0002,MIS-007238,SAR Radar,1415,6.0,234.0,55.5,Completed
PAY-07239,SAT-0098,MIS-007239,Thermal Sensor,552,2.0,90.0,31.2,Completed
PAY-07240,SAT-0060,MIS-007240,Communication Antenna,217,6.61,243.0,54.0,Completed
PAY-07241,SAT-0066,MIS-007241,Communication Antenna,1000,6.76,300.0,63.6,Completed
PAY-07242,SAT-0004,MIS-007242,Multispectral Sensor,287,0.5,39.6,14.2,Completed
PAY-07243,SAT-0008,MIS-007243,Multispectral Sensor,1408,4.89,274.2,52.7,Completed
PAY-07244,SAT-0064,MIS-007244,SAR Radar,1299,6.0,224.4,55.8,Completed
PAY-07245,SAT-0004,MIS-007245,Communication Antenna,1369,0.61,118.8,29.4,Completed
PAY-07246,SAT-0012,MIS-007246,Thermal Sensor,1154,5.32,256.8,62.7,Completed
PAY-07247,SAT-0046,MIS-007247,Thermal Sensor,691,2.67,142.8,37.0,Completed
PAY-07248,SAT-0002,MIS-007248,SAR Radar,1009,6.0,209.4,47.5,Completed
PAY-07249,SAT-0049,MIS-007249,Thermal Sensor,467,5.53,234.0,53.8,Completed
PAY-07250,SAT-0075,MIS-007250,Thermal Sensor,518,6.33,231.0,61.2,Completed
PAY-07251,SAT-0041,MIS-007251,Thermal Sensor,691,6.66,276.6,62.7,Completed
PAY-07252,SAT-0019,MIS-007252,Camera,1209,5.7,490.0,60.6,Completed
PAY-07253,SAT-0076,MIS-007253,Camera,198,5.69,337.0,55.9,Completed
PAY-07254,SAT-0066,MIS-007254,Multispectral Sensor,959,7.43,300.0,63.9,Completed
PAY-07255,SAT-0079,MIS-007255,Communication Antenna,705,5.07,217.8,56.3,Completed
PAY-07256,SAT-0076,MIS-007256,SAR Radar,129,6.0,101.4,24.4,Completed
PAY-07257,SAT-0030,MIS-007257,Camera,30,4.94,259.0,45.6,Completed
PAY-07258,SAT-0036,MIS-007258,Communication Antenna,850,4.98,222.6,51.0,Completed
PAY-07259,SAT-0086,MIS-007259,Communication Antenna,774,2.53,138.6,36.2,Completed
PAY-07260,SAT-0061,MIS-007260,Thermal Sensor,325,3.36,148.2,36.9,Completed
PAY-07261,SAT-0004,MIS-007261,SAR Radar,640,6.0,97.2,34.2,Completed
PAY-07262,SAT-0080,MIS-007262,SAR Radar,415,6.0,51.0,24.4,Completed
PAY-07263,SAT-0081,MIS-007263,Communication Antenna,50,3.81,118.2,39.5,Completed
PAY-07264,SAT-0099,MIS-007264,SAR Radar,439,6.0,186.6,46.4,Completed
PAY-07265,SAT-0097,MIS-007265,Multispectral Sensor,225,3.39,129.0,37.1,Completed
PAY-07266,SAT-0081,MIS-007266,SAR Radar,679,6.0,284.4,62.3,Completed
PAY-07267,SAT-0021,MIS-007267,SAR Radar,1212,6.0,247.8,56.4,Completed
PAY-07268,SAT-0074,MIS-007268,Multispectral Sensor,607,4.66,198.6,48.8,Completed
PAY-07269,SAT-0021,MIS-007269,SAR Radar,782,6.0,211.8,52.5,Completed
PAY-07270,SAT-0097,MIS-007270,Camera,153,3.99,210.0,34.2,Completed
PAY-07271,SAT-0044,MIS-007271,Multispectral Sensor,104,0.5,11.4,14.0,Completed
PAY-07272,SAT-0040,MIS-007272,Multispectral Sensor,78,2.83,87.6,34.9,Completed
PAY-07273,SAT-0053,MIS-007273,SAR Radar,448,6.0,89.4,27.1,Completed
PAY-07274,SAT-0057,MIS-007274,SAR Radar,1433,6.0,300.0,66.9,Completed
PAY-07275,SAT-0085,MIS-007275,Communication Antenna,745,5.62,247.2,59.5,Completed
PAY-07276,SAT-0085,MIS-007276,Multispectral Sensor,142,7.13,230.4,55.6,Completed
PAY-07277,SAT-0088,MIS-007277,Thermal Sensor,999,1.38,121.8,34.6,Completed
PAY-07278,SAT-0038,MIS-007278,SAR Radar,966,6.0,155.4,43.5,Completed
PAY-07279,SAT-0048,MIS-007279,Multispectral Sensor,274,7.15,245.4,59.0,Completed
PAY-07280,SAT-0041,MIS-007280,SAR Radar,756,6.0,290.4,60.2,Completed
PAY-07281,SAT-0005,MIS-007281,Multispectral Sensor,1120,0.5,98.4,34.6,Completed
PAY-07282,SAT-0050,MIS-007282,Thermal Sensor,1264,6.64,300.0,57.5,Completed
PAY-07283,SAT-0002,MIS-007283,Camera,156,2.38,149.0,27.4,Completed
PAY-07284,SAT-0017,MIS-007284,Communication Antenna,734,5.88,258.0,55.4,Completed
PAY-07285,SAT-0048,MIS-007285,SAR Radar,756,6.0,260.4,58.5,Completed
PAY-07286,SAT-0062,MIS-007286,Thermal Sensor,841,2.34,151.2,40.3,Completed
PAY-07287,SAT-0044,MIS-007287,SAR Radar,1228,6.0,111.6,31.1,Completed
PAY-07288,SAT-0052,MIS-007288,Multispectral Sensor,402,1.23,78.6,29.1,Completed
PAY-07289,SAT-0022,MIS-007289,Thermal Sensor,974,0.61,84.0,31.6,Completed
PAY-07290,SAT-0097,MIS-007290,SAR Radar,938,6.0,259.8,57.1,Completed
PAY-07291,SAT-0093,MIS-007291,Multispectral Sensor,439,1.96,86.4,25.7,Completed
PAY-07292,SAT-0026,MIS-007292,Thermal Sensor,586,4.0,171.6,44.0,Completed
PAY-07293,SAT-0047,MIS-007293,Thermal Sensor,1032,5.96,280.8,61.1,Completed
PAY-07294,SAT-0037,MIS-007294,Communication Antenna,544,6.0,231.6,54.0,Completed
PAY-07295,SAT-0042,MIS-007295,Multispectral Sensor,805,1.27,110.4,34.5,Completed
PAY-07296,SAT-0088,MIS-007296,SAR Radar,1279,6.0,289.8,62.5,Completed
PAY-07297,SAT-0073,MIS-007297,SAR Radar,1243,6.0,214.2,48.6,Completed
PAY-07298,SAT-0005,MIS-007298,Camera,806,0.5,124.0,27.2,Completed
PAY-07299,SAT-0026,MIS-007299,Thermal Sensor,415,0.77,45.6,26.3,Completed
PAY-07300,SAT-0083,MIS-007300,Thermal Sensor,591,2.67,131.4,35.6,Completed
PAY-07301,SAT-0003,MIS-007301,Thermal Sensor,180,0.85,25.2,19.3,Completed
PAY-07302,SAT-0056,MIS-007302,Thermal Sensor,1316,0.83,111.6,34.6,Completed
PAY-07303,SAT-0042,MIS-007303,SAR Radar,629,6.0,213.0,51.6,Completed
PAY-07304,SAT-0017,MIS-007304,Camera,490,5.0,336.0,50.5,Completed
PAY-07305,SAT-0018,MIS-007305,Multispectral Sensor,749,3.77,187.8,46.4,Completed
PAY-07306,SAT-0024,MIS-007306,Communication Antenna,292,5.92,207.0,51.8,Completed
PAY-07307,SAT-0070,MIS-007307,Communication Antenna,1272,1.89,151.2,45.3,Completed
PAY-07308,SAT-0031,MIS-007308,SAR Radar,1053,6.0,197.4,47.6,Completed
PAY-07309,SAT-0084,MIS-007309,Camera,544,4.44,318.0,46.4,Completed
PAY-07310,SAT-0027,MIS-007310,SAR Radar,781,6.0,292.8,58.0,Completed
PAY-07311,SAT-0003,MIS-007311,Multispectral Sensor,771,3.51,178.2,38.5,Completed
PAY-07312,SAT-0065,MIS-007312,Communication Antenna,478,4.17,162.0,45.1,Completed
PAY-07313,SAT-0053,MIS-007313,Thermal Sensor,1339,0.62,121.2,37.3,Completed
PAY-07314,SAT-0084,MIS-007314,Multispectral Sensor,1386,0.67,119.4,33.6,Completed
PAY-07315,SAT-0067,MIS-007315,Camera,1092,6.94,500.0,59.7,Completed
PAY-07316,SAT-0026,MIS-007316,Thermal Sensor,409,0.5,47.4,21.7,Completed
PAY-07317,SAT-0056,MIS-007317,Thermal Sensor,113,7.4,243.6,60.6,Completed
PAY-07318,SAT-0099,MIS-007318,Thermal Sensor,215,6.85,244.2,51.4,Completed
PAY-07319,SAT-0031,MIS-007319,Camera,644,6.93,464.0,58.2,Completed
PAY-07320,SAT-0085,MIS-007320,Thermal Sensor,510,7.15,262.2,60.4,Completed
PAY-07321,SAT-0037,MIS-007321,Camera,898,6.12,436.0,60.7,Completed
PAY-07322,SAT-0004,MIS-007322,SAR Radar,1374,6.0,222.6,52.6,Completed
PAY-07323,SAT-0062,MIS-007323,Multispectral Sensor,240,4.06,147.0,37.3,Completed
PAY-07324,SAT-0038,MIS-007324,Multispectral Sensor,913,2.37,164.4,38.4,Completed
PAY-07325,SAT-0060,MIS-007325,Multispectral Sensor,301,4.94,183.6,41.4,Completed
PAY-07326,SAT-0020,MIS-007326,SAR Radar,354,6.0,258.0,61.0,Completed
PAY-07327,SAT-0058,MIS-007327,Camera,1071,5.54,467.0,62.2,Completed
PAY-07328,SAT-0004,MIS-007328,Communication Antenna,495,5.93,229.2,56.1,Completed
PAY-07329,SAT-0061,MIS-007329,Multispectral Sensor,318,2.0,75.6,30.3,Completed
PAY-07330,SAT-0066,MIS-007330,Multispectral Sensor,978,3.17,159.0,48.0,Completed
PAY-07331,SAT-0090,MIS-007331,Camera,1172,2.0,242.0,36.1,Completed
PAY-07332,SAT-0061,MIS-007332,Multispectral Sensor,189,3.75,142.2,36.6,Completed
PAY-07333,SAT-0061,MIS-007333,Communication Antenna,565,3.17,130.2,44.5,Completed
PAY-07334,SAT-0060,MIS-007334,Camera,1147,5.96,475.0,57.1,Completed
PAY-07335,SAT-0085,MIS-007335,Multispectral Sensor,1400,0.5,115.8,35.2,Completed
PAY-07336,SAT-0089,MIS-007336,Thermal Sensor,429,4.28,147.0,40.5,Completed
PAY-07337,SAT-0024,MIS-007337,SAR Radar,1126,6.0,183.0,40.4,Completed
PAY-07338,SAT-0067,MIS-007338,Multispectral Sensor,1040,3.5,202.2,46.8,Completed
PAY-07339,SAT-0023,MIS-007339,SAR Radar,622,6.0,282.6,63.0,Completed
PAY-07340,SAT-0012,MIS-007340,Thermal Sensor,158,0.5,21.6,15.2,Completed
PAY-07341,SAT-0027,MIS-007341,Multispectral Sensor,871,2.95,148.8,39.4,Completed
PAY-07342,SAT-0048,MIS-007342,Multispectral Sensor,1137,0.5,110.4,32.1,Completed
PAY-07343,SAT-0008,MIS-007343,Multispectral Sensor,576,3.34,165.6,40.9,Completed
PAY-07344,SAT-0073,MIS-007344,Thermal Sensor,633,1.68,96.0,37.4,Completed
PAY-07345,SAT-0001,MIS-007345,Camera,350,7.29,414.0,63.1,Completed
PAY-07346,SAT-0052,MIS-007346,SAR Radar,167,6.0,238.2,57.8,Completed
PAY-07347,SAT-0035,MIS-007347,Communication Antenna,1294,1.47,159.0,36.6,Completed
PAY-07348,SAT-0081,MIS-007348,SAR Radar,1238,6.0,184.2,48.6,Completed
PAY-07349,SAT-0062,MIS-007349,Camera,275,6.24,367.0,51.1,Completed
PAY-07350,SAT-0031,MIS-007350,Thermal Sensor,1003,2.75,160.8,41.5,Completed
PAY-07351,SAT-0070,MIS-007351,SAR Radar,304,6.0,77.4,24.3,Completed
PAY-07352,SAT-0025,MIS-007352,Communication Antenna,1168,7.46,300.0,59.0,Completed
PAY-07353,SAT-0002,MIS-007353,Communication Antenna,1270,5.14,264.0,59.2,Completed
PAY-07354,SAT-0003,MIS-007354,Thermal Sensor,214,0.66,21.6,25.3,Completed
PAY-07355,SAT-0014,MIS-007355,Communication Antenna,1301,0.73,114.6,26.5,Completed
PAY-07356,SAT-0070,MIS-007356,Communication Antenna,1253,4.96,256.2,59.7,Completed
PAY-07357,SAT-0092,MIS-007357,Thermal Sensor,123,6.79,233.4,59.2,Completed
PAY-07358,SAT-0079,MIS-007358,SAR Radar,180,6.0,247.8,51.2,Completed
PAY-07359,SAT-0088,MIS-007359,Communication Antenna,276,1.32,64.8,25.8,Completed
PAY-07360,SAT-0086,MIS-007360,Communication Antenna,309,0.5,35.4,22.1,Completed
PAY-07361,SAT-0067,MIS-007361,SAR Radar,1188,6.0,300.0,57.0,Completed
PAY-07362,SAT-0043,MIS-007362,Camera,56,5.77,332.0,48.4,Completed
PAY-07363,SAT-0032,MIS-007363,Multispectral Sensor,169,7.2,247.2,52.6,Completed
PAY-07364,SAT-0049,MIS-007364,SAR Radar,945,6.0,273.6,54.0,Completed
PAY-07365,SAT-0092,MIS-007365,Thermal Sensor,343,1.64,81.6,31.1,Completed
PAY-07366,SAT-0060,MIS-007366,Communication Antenna,1013,5.0,242.4,53.1,Completed
PAY-07367,SAT-0001,MIS-007367,Multispectral Sensor,87,0.5,18.0,20.3,Completed
PAY-07368,SAT-0090,MIS-007368,Communication Antenna,1417,6.68,300.0,63.6,Completed
PAY-07369,SAT-0036,MIS-007369,Communication Antenna,857,5.74,264.6,53.0,Completed
PAY-07370,SAT-0028,MIS-007370,Camera,1273,6.89,500.0,62.5,Completed
PAY-07371,SAT-0019,MIS-007371,Communication Antenna,556,4.27,155.4,44.0,Completed
PAY-07372,SAT-0081,MIS-007372,SAR Radar,1089,6.0,300.0,66.5,Completed
PAY-07373,SAT-0094,MIS-007373,Camera,325,4.25,236.0,39.6,Completed
PAY-07374,SAT-0100,MIS-007374,Multispectral Sensor,1101,5.81,271.8,62.3,Completed
PAY-07375,SAT-0017,MIS-007375,Camera,974,7.26,500.0,64.2,Completed
PAY-07376,SAT-0047,MIS-007376,Multispectral Sensor,1057,0.5,88.8,31.5,Completed
PAY-07377,SAT-0047,MIS-007377,Communication Antenna,444,6.89,261.0,63.3,Completed
PAY-07378,SAT-0084,MIS-007378,SAR Radar,617,6.0,205.2,50.3,Completed
PAY-07379,SAT-0067,MIS-007379,Multispectral Sensor,1179,6.48,285.0,66.8,Completed
PAY-07380,SAT-0060,MIS-007380,SAR Radar,289,6.0,179.4,51.2,Completed
PAY-07381,SAT-0009,MIS-007381,SAR Radar,895,6.0,199.8,50.0,Completed
PAY-07382,SAT-0056,MIS-007382,Thermal Sensor,1237,0.5,118.8,32.2,Completed
PAY-07383,SAT-0083,MIS-007383,Camera,191,6.25,358.0,53.5,Completed
PAY-07384,SAT-0041,MIS-007384,Multispectral Sensor,1318,2.46,197.4,42.5,Completed
PAY-07385,SAT-0072,MIS-007385,Thermal Sensor,753,5.68,250.2,61.0,Completed
PAY-07386,SAT-0082,MIS-007386,Communication Antenna,719,5.18,219.6,46.8,Completed
PAY-07387,SAT-0038,MIS-007387,Communication Antenna,1242,6.02,292.8,60.5,Completed
PAY-07388,SAT-0003,MIS-007388,Multispectral Sensor,852,0.5,87.0,31.5,Completed
PAY-07389,SAT-0065,MIS-007389,Thermal Sensor,169,7.42,237.0,61.0,Completed
PAY-07390,SAT-0087,MIS-007390,Camera,201,6.27,347.0,48.4,Completed
PAY-07391,SAT-0010,MIS-007391,Camera,160,1.13,104.0,18.9,Completed
PAY-07392,SAT-0038,MIS-007392,Communication Antenna,1215,4.1,213.0,46.3,Completed
PAY-07393,SAT-0054,MIS-007393,Communication Antenna,1384,1.92,160.2,43.5,Completed
PAY-07394,SAT-0016,MIS-007394,SAR Radar,255,6.0,142.8,37.5,Completed
PAY-07395,SAT-0024,MIS-007395,Communication Antenna,486,1.16,83.4,26.8,Completed
PAY-07396,SAT-0091,MIS-007396,Multispectral Sensor,237,7.5,247.8,61.5,Completed
PAY-07397,SAT-0010,MIS-007397,Camera,295,2.48,184.0,27.3,Completed
PAY-07398,SAT-0060,MIS-007398,Communication Antenna,196,4.55,169.8,40.6,Completed
PAY-07399,SAT-0043,MIS-007399,Camera,1016,4.64,397.0,48.3,Completed
PAY-07400,SAT-0043,MIS-007400,SAR Radar,1192,6.0,300.0,59.8,Completed
PAY-07401,SAT-0046,MIS-007401,Communication Antenna,704,1.9,106.2,27.1,Completed
PAY-07402,SAT-0041,MIS-007402,Multispectral Sensor,871,2.53,145.2,33.5,Completed
PAY-07403,SAT-0100,MIS-007403,Camera,73,0.94,18.0,16.0,Completed
PAY-07404,SAT-0055,MIS-007404,Thermal Sensor,281,5.17,170.4,48.0,Completed
PAY-07405,SAT-0045,MIS-007405,Thermal Sensor,573,4.91,209.4,54.2,Completed
PAY-07406,SAT-0027,MIS-007406,Camera,903,7.42,500.0,64.4,Completed
PAY-07407,SAT-0087,MIS-007407,Thermal Sensor,1342,2.89,194.4,43.0,Completed
PAY-07408,SAT-0065,MIS-007408,Communication Antenna,631,3.93,163.8,38.6,Completed
PAY-07409,SAT-0033,MIS-007409,Multispectral Sensor,550,1.24,90.6,35.9,Completed
PAY-07410,SAT-0098,MIS-007410,Multispectral Sensor,218,2.29,109.2,31.7,Completed
PAY-07411,SAT-0045,MIS-007411,Thermal Sensor,126,4.73,165.0,41.0,Completed
PAY-07412,SAT-0026,MIS-007412,SAR Radar,489,6.0,165.6,40.1,Completed
PAY-07413,SAT-0053,MIS-007413,Thermal Sensor,250,4.55,168.0,45.7,Completed
PAY-07414,SAT-0013,MIS-007414,Thermal Sensor,1315,2.78,186.0,46.5,Completed
PAY-07415,SAT-0084,MIS-007415,Multispectral Sensor,529,0.52,63.0,23.5,Completed
PAY-07416,SAT-0005,MIS-007416,Thermal Sensor,474,0.5,54.0,24.1,Completed
PAY-07417,SAT-0070,MIS-007417,Camera,274,0.5,66.0,22.9,Completed
PAY-07418,SAT-0034,MIS-007418,Communication Antenna,949,1.94,125.4,31.5,Completed
PAY-07419,SAT-0007,MIS-007419,Thermal Sensor,674,6.77,279.0,63.4,Completed
PAY-07420,SAT-0021,MIS-007420,Camera,855,3.86,301.0,49.8,Completed
PAY-07421,SAT-0037,MIS-007421,Camera,1132,5.14,396.0,56.2,Completed
PAY-07422,SAT-0043,MIS-007422,SAR Radar,958,6.0,155.4,43.5,Completed
PAY-07423,SAT-0093,MIS-007423,Communication Antenna,984,0.65,83.4,28.7,Completed
PAY-07424,SAT-0077,MIS-007424,Camera,1081,7.06,500.0,63.2,Completed
PAY-07425,SAT-0085,MIS-007425,Thermal Sensor,1311,0.57,117.0,32.8,Completed
PAY-07426,SAT-0032,MIS-007426,SAR Radar,1211,6.0,221.4,50.9,Completed
PAY-07427,SAT-0099,MIS-007427,Multispectral Sensor,789,2.0,118.8,36.5,Completed
PAY-07428,SAT-0075,MIS-007428,Multispectral Sensor,327,7.09,256.2,58.3,Completed
PAY-07429,SAT-0003,MIS-007429,Communication Antenna,1295,7.03,300.0,58.8,Completed
PAY-07430,SAT-0073,MIS-007430,Communication Antenna,396,5.19,182.4,45.8,Completed
PAY-07431,SAT-0053,MIS-007431,Camera,82,6.89,391.0,53.1,Completed
PAY-07432,SAT-0007,MIS-007432,SAR Radar,590,6.0,56.4,25.2,Completed
PAY-07433,SAT-0030,MIS-007433,Camera,180,4.08,211.0,38.3,Completed
PAY-07434,SAT-0078,MIS-007434,Camera,439,0.76,72.0,25.1,Completed
PAY-07435,SAT-0073,MIS-007435,Thermal Sensor,1255,7.13,300.0,63.6,Completed
PAY-07436,SAT-0064,MIS-007436,Multispectral Sensor,692,5.94,245.4,53.6,Completed
PAY-07437,SAT-0059,MIS-007437,Thermal Sensor,1356,7.44,300.0,63.0,Completed
PAY-07438,SAT-0052,MIS-007438,Thermal Sensor,1205,6.23,281.4,57.1,Completed
PAY-07439,SAT-0023,MIS-007439,Multispectral Sensor,897,0.5,87.0,28.1,Completed
PAY-07440,SAT-0052,MIS-007440,Camera,948,4.95,373.0,58.0,Completed
PAY-07441,SAT-0063,MIS-007441,Thermal Sensor,638,4.18,171.0,46.1,Completed
PAY-07442,SAT-0004,MIS-007442,Thermal Sensor,1094,0.5,96.6,25.3,Completed
PAY-07443,SAT-0034,MIS-007443,Multispectral Sensor,1319,6.82,300.0,62.5,Completed
PAY-07444,SAT-0003,MIS-007444,Communication Antenna,366,5.84,215.4,57.8,Completed
PAY-07445,SAT-0070,MIS-007445,Camera,1234,3.41,369.0,45.2,Completed
PAY-07446,SAT-0066,MIS-007446,Communication Antenna,1243,3.91,211.8,55.4,Completed
PAY-07447,SAT-0088,MIS-007447,SAR Radar,395,6.0,184.8,52.2,Completed
PAY-07448,SAT-0065,MIS-007448,Communication Antenna,1412,0.75,130.2,31.0,Completed
PAY-07449,SAT-0073,MIS-007449,Camera,338,3.9,247.0,42.5,Completed
PAY-07450,SAT-0005,MIS-007450,SAR Radar,397,6.0,111.6,39.3,Completed
PAY-07451,SAT-0079,MIS-007451,Communication Antenna,1085,0.5,104.4,32.2,Completed
PAY-07452,SAT-0020,MIS-007452,Communication Antenna,724,1.5,108.0,26.9,Completed
PAY-07453,SAT-0055,MIS-007453,Thermal Sensor,676,6.07,244.8,59.5,Completed
PAY-07454,SAT-0033,MIS-007454,Communication Antenna,1080,6.42,285.0,59.7,Completed
PAY-07455,SAT-0013,MIS-007455,SAR Radar,1313,6.0,180.0,48.9,Completed
PAY-07456,SAT-0054,MIS-007456,Camera,1335,1.39,260.0,38.0,Completed
PAY-07457,SAT-0014,MIS-007457,Camera,176,2.99,174.0,35.8,Completed
PAY-07458,SAT-0086,MIS-007458,Communication Antenna,1109,3.71,204.6,43.7,Completed
PAY-07459,SAT-0079,MIS-007459,SAR Radar,930,6.0,189.6,41.3,Completed
PAY-07460,SAT-0040,MIS-007460,SAR Radar,1402,6.0,117.0,29.9,Completed
PAY-07461,SAT-0100,MIS-007461,Communication Antenna,847,1.85,121.8,34.9,Completed
PAY-07462,SAT-0067,MIS-007462,SAR Radar,1252,6.0,118.8,31.4,Completed
PAY-07463,SAT-0072,MIS-007463,SAR Radar,64,6.0,156.6,36.8,Completed
PAY-07464,SAT-0094,MIS-007464,Multispectral Sensor,118,0.78,24.6,18.4,Completed
PAY-07465,SAT-0029,MIS-007465,Camera,1192,4.28,355.0,46.8,Completed
PAY-07466,SAT-0065,MIS-007466,Thermal Sensor,1237,0.5,112.2,34.3,Completed
PAY-07467,SAT-0061,MIS-007467,Multispectral Sensor,1173,0.5,99.6,34.2,Completed
PAY-07468,SAT-0076,MIS-007468,Thermal Sensor,319,6.38,214.8,49.1,Completed
